uid,number,name,rank,wld,kills,health,survivingDrones,roundTime,width,height
hm3pvz,#0002,Squadron Nonia,9,-1,4,0,0,393,1024,1024
JebqCN,#0002,Squadron Nonia,0,1,6,288,4,283,1024,1024
JebqCN,#0002,Squadron Nonia,1,1,6,344,4,319,1024,1024
JebqCN,#0002,Squadron Nonia,2,1,6,396,6,334,1024,1024
JebqCN,#0002,Squadron Nonia,3,1,6,6,1,649,1024,1024
JebqCN,#0002,Squadron Nonia,4,1,6,369,5,230,1024,1024
JebqCN,#0002,Squadron Nonia,5,1,6,438,5,287,1024,1024
JebqCN,#0002,Squadron Nonia,6,1,6,326,5,332,1024,1024
JebqCN,#0002,Squadron Nonia,7,-1,4,0,0,605,1024,1024
7VhZfO,#0002,Squadron Nonia,0,1,6,96,3,452,1024,1024
7VhZfO,#0002,Squadron Nonia,1,1,6,440,5,229,1024,1024
7VhZfO,#0002,Squadron Nonia,2,1,6,275,4,292,1024,1024
7VhZfO,#0002,Squadron Nonia,3,1,6,248,4,440,1024,1024
7VhZfO,#0002,Squadron Nonia,4,1,6,368,4,266,1024,1024
7VhZfO,#0002,Squadron Nonia,5,1,6,132,3,480,1024,1024
7VhZfO,#0002,Squadron Nonia,6,1,6,262,4,416,1024,1024
7VhZfO,#0002,Squadron Nonia,7,1,6,366,5,316,1024,1024
7VhZfO,#0002,Squadron Nonia,8,1,6,498,5,377,1024,1024
7VhZfO,#0002,Squadron Nonia,9,1,6,184,3,575,1024,1024
7VhZfO,#0002,Squadron Nonia,10,1,6,153,3,446,1024,1024
7VhZfO,#0002,Squadron Nonia,11,-1,2,0,0,316,1024,1024
BLRSbk,#0003,Squadron Tubos,0,1,6,206,4,349,1024,1024
BLRSbk,#0003,Squadron Tubos,1,1,6,404,4,285,1024,1024
BLRSbk,#0003,Squadron Tubos,2,-1,2,0,0,346,1024,1024
iVNLe6,#0003,Squadron Tubos,0,1,6,160,3,340,1024,1024
iVNLe6,#0003,Squadron Tubos,1,1,6,491,4,276,1024,1024
iVNLe6,#0003,Squadron Tubos,2,1,6,114,3,385,1024,1024
iVNLe6,#0003,Squadron Tubos,3,1,6,141,3,366,1024,1024
iVNLe6,#0003,Squadron Tubos,4,1,6,372,5,280,1024,1024
iVNLe6,#0003,Squadron Tubos,5,1,6,218,3,416,1024,1024
iVNLe6,#0003,Squadron Tubos,6,1,6,309,4,360,1024,1024
iVNLe6,#0003,Squadron Tubos,7,1,6,126,3,358,1024,1024
iVNLe6,#0003,Squadron Tubos,8,1,6,154,3,335,1024,1024
iVNLe6,#0003,Squadron Tubos,9,-1,3,0,0,390,1024,1024
dMs94x,#0003,Squadron Tubos,0,1,6,212,5,293,1024,1024
dMs94x,#0003,Squadron Tubos,1,1,6,237,4,373,1024,1024
dMs94x,#0003,Squadron Tubos,2,1,6,66,2,425,1024,1024
dMs94x,#0003,Squadron Tubos,3,1,6,224,2,485,1024,1024
dMs94x,#0003,Squadron Tubos,4,1,6,439,5,287,1024,1024
dMs94x,#0003,Squadron Tubos,5,1,6,205,4,352,1024,1024
dMs94x,#0003,Squadron Tubos,6,1,6,60,2,419,1024,1024
dMs94x,#0003,Squadron Tubos,7,1,6,51,1,522,1024,1024
dMs94x,#0003,Squadron Tubos,8,1,6,252,5,299,1024,1024
dMs94x,#0003,Squadron Tubos,9,1,6,198,5,317,1024,1024
dMs94x,#0003,Squadron Tubos,10,1,6,241,4,421,1024,1024
dMs94x,#0003,Squadron Tubos,11,1,6,242,3,406,1024,1024
dMs94x,#0003,Squadron Tubos,12,1,6,200,4,418,1024,1024
dMs94x,#0003,Squadron Tubos,13,1,6,249,5,262,1024,1024
dMs94x,#0003,Squadron Tubos,14,1,6,231,3,392,1024,1024
dMs94x,#0003,Squadron Tubos,15,-1,2,0,0,384,1024,1024
sOf5Gg,#0004,Squadron Pecury,0,-1,3,0,0,209,1024,1024
7AiHKG,#0004,Squadron Pecury,0,-1,1,0,0,231,1024,1024
KhIzvr,#0004,Squadron Pecury,0,-1,5,0,0,360,1024,1024
yFij96,#0005,Squadron Cotania,0,-1,2,0,0,308,1024,1024
ZMSZof,#0005,Squadron Cotania,0,-1,1,0,0,278,1024,1024
cqtEPz,#0005,Squadron Cotania,0,-1,2,0,0,298,1024,1024
RxrFxV,#0006,Squadron Sophus,0,1,6,140,4,241,1024,1024
RxrFxV,#0006,Squadron Sophus,1,1,6,271,6,259,1024,1024
RxrFxV,#0006,Squadron Sophus,2,1,6,108,3,392,1024,1024
RxrFxV,#0006,Squadron Sophus,3,1,6,265,5,311,1024,1024
RxrFxV,#0006,Squadron Sophus,4,1,6,82,2,674,1024,1024
RxrFxV,#0006,Squadron Sophus,5,1,6,242,6,238,1024,1024
RxrFxV,#0006,Squadron Sophus,6,-1,3,0,0,493,1024,1024
9k1p6v,#0006,Squadron Sophus,0,-1,4,0,0,268,1024,1024
CbdRYA,#0006,Squadron Sophus,0,1,6,62,1,441,1024,1024
CbdRYA,#0006,Squadron Sophus,1,1,6,251,5,249,1024,1024
CbdRYA,#0006,Squadron Sophus,2,1,6,23,2,411,1024,1024
CbdRYA,#0006,Squadron Sophus,3,1,6,178,3,344,1024,1024
CbdRYA,#0006,Squadron Sophus,4,1,6,228,5,230,1024,1024
CbdRYA,#0006,Squadron Sophus,5,1,6,303,5,295,1024,1024
CbdRYA,#0006,Squadron Sophus,6,1,6,425,6,289,1024,1024
CbdRYA,#0006,Squadron Sophus,7,-1,4,0,0,590,1024,1024
Dqv0rJ,#0007,Squadron Nostea,0,1,6,102,2,430,1024,1024
Dqv0rJ,#0007,Squadron Nostea,1,1,6,75,1,637,1024,1024
Dqv0rJ,#0007,Squadron Nostea,2,1,6,47,2,389,1024,1024
Dqv0rJ,#0007,Squadron Nostea,3,-1,4,0,0,666,1024,1024
pxh31L,#0007,Squadron Nostea,0,1,6,19,1,623,1024,1024
pxh31L,#0007,Squadron Nostea,1,1,6,464,6,353,1024,1024
pxh31L,#0007,Squadron Nostea,2,1,6,179,4,312,1024,1024
pxh31L,#0007,Squadron Nostea,3,1,6,110,3,652,1024,1024
pxh31L,#0007,Squadron Nostea,4,-1,3,0,0,482,1024,1024
O5Dmxy,#0007,Squadron Nostea,0,1,6,382,6,280,1024,1024
O5Dmxy,#0007,Squadron Nostea,1,1,6,342,4,447,1024,1024
O5Dmxy,#0007,Squadron Nostea,2,1,6,358,5,374,1024,1024
O5Dmxy,#0007,Squadron Nostea,3,-1,5,0,0,650,1024,1024
YOdUGg,#0008,Squadron Tepra,0,1,6,295,5,290,1024,1024
YOdUGg,#0008,Squadron Tepra,1,1,6,348,3,393,1024,1024
YOdUGg,#0008,Squadron Tepra,2,1,6,127,2,399,1024,1024
YOdUGg,#0008,Squadron Tepra,3,-1,5,0,0,1132,1024,1024
WeNBZF,#0008,Squadron Tepra,0,1,6,250,6,301,1024,1024
WeNBZF,#0008,Squadron Tepra,1,1,6,267,3,314,1024,1024
WeNBZF,#0008,Squadron Tepra,2,-1,4,0,0,601,1024,1024
yBdqT9,#0008,Squadron Tepra,0,-1,4,0,0,547,1024,1024
lDDJPa,#0009,Squadron Relia v12.42,0,-1,2,0,0,296,1024,1024
pfKLuw,#0009,Squadron Relia v12.42,0,-1,5,0,0,329,1024,1024
o5lQ4F,#0009,Squadron Relia v12.42,0,-1,3,0,0,362,1024,1024
xtJwnb,#0010,Squadron Xocury,0,-1,3,0,0,317,1024,1024
WgyKdK,#0010,Squadron Xocury,0,-1,4,0,0,441,1024,1024
zL6ofa,#0010,Squadron Xocury,0,-1,1,0,0,257,1024,1024
OQhs1D,#0011,Squadron Wuwei v12.30,0,-1,5,0,0,455,1024,1024
8WN3a6,#0011,Squadron Wuwei v12.30,0,1,6,120,4,287,1024,1024
8WN3a6,#0011,Squadron Wuwei v12.30,1,1,6,333,5,235,1024,1024
8WN3a6,#0011,Squadron Wuwei v12.30,2,-1,1,0,0,279,1024,1024
bcwDmy,#0011,Squadron Wuwei v12.30,0,-1,2,0,0,275,1024,1024
kLVnEw,#0012,Squadron Yutera Mk LXXXIV,0,-1,5,0,0,770,1024,1024
ms9lhT,#0012,Squadron Yutera Mk LXXXIV,0,-1,1,0,0,284,1024,1024
6lVBp6,#0012,Squadron Yutera Mk LXXXIV,0,-1,0,0,0,216,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,0,1,6,378,4,214,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,1,1,6,534,5,220,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,2,1,6,46,1,391,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,3,1,6,320,5,269,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,4,1,6,480,5,262,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,5,1,6,488,5,196,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,6,1,6,631,6,213,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,7,1,6,333,5,246,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,8,1,6,426,4,296,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,9,1,6,236,4,292,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,10,1,6,191,3,432,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,11,1,6,288,5,293,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,12,1,6,301,4,322,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,13,1,6,232,4,309,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,14,1,6,128,2,387,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,15,1,6,186,4,407,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,16,1,6,491,5,182,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,17,1,6,413,5,280,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,18,1,6,250,4,364,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,19,1,6,78,2,448,1024,1024
X0eOhS,#0013,Squadron Tewei v11.69,20,-1,1,0,0,247,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,0,1,6,396,5,218,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,1,1,6,376,6,234,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,2,1,6,428,6,220,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,3,1,6,491,5,256,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,4,1,6,483,6,192,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,5,1,6,335,5,297,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,6,1,6,459,6,273,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,7,1,6,500,6,211,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,8,1,6,257,5,323,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,9,1,6,302,4,328,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,10,1,6,287,6,300,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,11,1,6,269,4,267,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,12,1,6,39,2,388,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,13,1,6,331,3,313,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,14,1,6,192,4,248,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,15,1,6,205,3,338,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,16,1,6,600,5,166,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,17,1,6,393,5,225,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,18,1,6,274,4,348,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,19,1,6,125,3,456,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,20,1,6,363,5,259,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,21,1,6,292,4,311,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,22,1,6,409,5,242,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,23,1,6,272,4,265,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,24,1,6,439,6,292,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,25,1,6,195,4,314,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,26,1,6,312,3,396,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,27,1,6,333,6,305,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,28,1,6,92,3,329,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,29,1,6,147,3,371,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,30,1,6,393,5,193,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,31,1,6,162,4,336,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,32,1,6,487,5,314,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,33,1,6,315,4,306,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,34,1,6,206,4,316,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,35,1,6,181,3,475,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,36,1,6,409,6,311,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,37,1,6,22,1,488,1024,1024
W8vgmf,#0013,Squadron Tewei v11.69,38,-1,0,0,0,245,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,0,1,6,219,5,323,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,1,1,6,467,5,266,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,2,1,6,631,6,205,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,3,1,6,327,4,288,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,4,1,6,508,6,179,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,5,1,6,435,5,231,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,6,1,6,430,5,292,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,7,1,6,535,6,294,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,8,1,6,170,3,416,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,9,1,6,475,6,267,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,10,1,6,459,6,311,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,11,1,6,574,6,207,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,12,1,6,417,6,338,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,13,1,6,498,5,252,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,14,1,6,302,4,311,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,15,1,6,211,2,324,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,16,1,6,296,5,234,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,17,1,6,365,5,241,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,18,1,6,398,4,240,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,19,1,6,162,3,470,1024,1024
1EHQgn,#0013,Squadron Tewei v11.69,20,-1,4,0,0,304,1024,1024
Gjx1E0,#0014,Squadron Qewei Mk XCV,0,-1,1,0,0,244,1024,1024
3Ib3Zi,#0014,Squadron Qewei Mk XCV,0,-1,4,0,0,390,1024,1024
mmDkxS,#0014,Squadron Qewei Mk XCV,0,1,6,146,2,347,1024,1024
mmDkxS,#0014,Squadron Qewei Mk XCV,1,-1,3,0,0,307,1024,1024
JKr9jk,#0015,Squadron Honov,0,1,6,115,4,346,1024,1024
JKr9jk,#0015,Squadron Honov,1,1,6,419,5,332,1024,1024
JKr9jk,#0015,Squadron Honov,2,1,6,456,6,237,1024,1024
JKr9jk,#0015,Squadron Honov,3,1,6,111,4,412,1024,1024
JKr9jk,#0015,Squadron Honov,4,1,6,360,5,238,1024,1024
JKr9jk,#0015,Squadron Honov,5,1,6,478,6,348,1024,1024
JKr9jk,#0015,Squadron Honov,6,1,6,384,6,339,1024,1024
JKr9jk,#0015,Squadron Honov,7,1,6,505,6,330,1024,1024
JKr9jk,#0015,Squadron Honov,8,1,6,321,4,336,1024,1024
JKr9jk,#0015,Squadron Honov,9,-1,2,0,0,349,1024,1024
zRBzhL,#0015,Squadron Honov,0,1,6,444,5,280,1024,1024
zRBzhL,#0015,Squadron Honov,1,1,6,291,5,319,1024,1024
zRBzhL,#0015,Squadron Honov,2,-1,5,0,0,574,1024,1024
O86EIE,#0015,Squadron Honov,0,1,6,291,4,304,1024,1024
O86EIE,#0015,Squadron Honov,1,1,6,305,4,353,1024,1024
O86EIE,#0015,Squadron Honov,2,-1,5,0,0,473,1024,1024
aPruAa,#0016,Squadron Purilia Mk XXXV,0,-1,1,0,0,291,1024,1024
CieHjC,#0016,Squadron Purilia Mk XXXV,0,-1,5,0,0,480,1024,1024
ABCBZ7,#0016,Squadron Purilia Mk XXXV,0,-1,4,0,0,356,1024,1024
YqpNWS,#0017,Squadron Wonus,0,1,6,144,4,378,1024,1024
YqpNWS,#0017,Squadron Wonus,1,1,6,640,6,243,1024,1024
YqpNWS,#0017,Squadron Wonus,2,1,6,322,4,364,1024,1024
YqpNWS,#0017,Squadron Wonus,3,1,6,248,5,328,1024,1024
YqpNWS,#0017,Squadron Wonus,4,1,6,323,5,386,1024,1024
YqpNWS,#0017,Squadron Wonus,5,1,6,398,6,294,1024,1024
YqpNWS,#0017,Squadron Wonus,6,1,6,580,6,251,1024,1024
YqpNWS,#0017,Squadron Wonus,7,1,6,325,4,411,1024,1024
YqpNWS,#0017,Squadron Wonus,8,1,6,379,6,351,1024,1024
YqpNWS,#0017,Squadron Wonus,9,-1,4,0,0,519,1024,1024
7UpkFL,#0017,Squadron Wonus,0,1,6,510,6,345,1024,1024
7UpkFL,#0017,Squadron Wonus,1,1,6,570,6,370,1024,1024
7UpkFL,#0017,Squadron Wonus,2,1,6,215,3,441,1024,1024
7UpkFL,#0017,Squadron Wonus,3,1,6,328,5,434,1024,1024
7UpkFL,#0017,Squadron Wonus,4,1,6,624,6,174,1024,1024
7UpkFL,#0017,Squadron Wonus,5,1,6,455,6,414,1024,1024
7UpkFL,#0017,Squadron Wonus,6,1,6,345,4,410,1024,1024
7UpkFL,#0017,Squadron Wonus,7,1,6,353,5,335,1024,1024
7UpkFL,#0017,Squadron Wonus,8,1,6,383,5,319,1024,1024
7UpkFL,#0017,Squadron Wonus,9,1,6,344,4,303,1024,1024
7UpkFL,#0017,Squadron Wonus,10,1,6,182,3,407,1024,1024
7UpkFL,#0017,Squadron Wonus,11,1,6,263,4,336,1024,1024
7UpkFL,#0017,Squadron Wonus,12,1,6,532,6,352,1024,1024
7UpkFL,#0017,Squadron Wonus,13,1,6,420,6,320,1024,1024
7UpkFL,#0017,Squadron Wonus,14,1,6,315,4,291,1024,1024
7UpkFL,#0017,Squadron Wonus,15,1,6,456,6,345,1024,1024
7UpkFL,#0017,Squadron Wonus,16,1,6,546,5,240,1024,1024
7UpkFL,#0017,Squadron Wonus,17,1,6,415,5,279,1024,1024
7UpkFL,#0017,Squadron Wonus,18,1,6,413,4,437,1024,1024
7UpkFL,#0017,Squadron Wonus,19,-1,2,0,0,414,1024,1024
rXnlLp,#0017,Squadron Wonus,0,1,6,467,6,229,1024,1024
rXnlLp,#0017,Squadron Wonus,1,1,6,332,6,288,1024,1024
rXnlLp,#0017,Squadron Wonus,2,1,6,382,4,435,1024,1024
rXnlLp,#0017,Squadron Wonus,3,-1,4,0,0,1163,1024,1024
f2EA4e,#0018,Squadron Buwei,0,1,6,350,6,325,1024,1024
f2EA4e,#0018,Squadron Buwei,1,1,6,278,6,251,1024,1024
f2EA4e,#0018,Squadron Buwei,2,-1,5,0,0,514,1024,1024
w3SuQF,#0018,Squadron Buwei,0,1,6,191,4,307,1024,1024
w3SuQF,#0018,Squadron Buwei,1,1,6,96,4,318,1024,1024
w3SuQF,#0018,Squadron Buwei,2,1,6,106,5,536,1024,1024
w3SuQF,#0018,Squadron Buwei,3,-1,3,0,0,463,1024,1024
BZW5tb,#0018,Squadron Buwei,0,1,6,258,3,306,1024,1024
BZW5tb,#0018,Squadron Buwei,1,1,6,224,4,364,1024,1024
BZW5tb,#0018,Squadron Buwei,2,-1,3,0,0,304,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,0,1,6,431,6,173,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,1,1,6,469,5,235,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,2,1,6,272,3,333,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,3,1,6,451,5,322,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,4,1,6,494,6,162,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,5,1,6,470,6,249,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,6,1,6,148,2,522,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,7,1,6,456,4,285,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,8,1,6,377,4,244,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,9,1,6,262,4,359,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,10,1,6,459,3,322,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,11,1,6,76,3,383,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,12,1,6,151,3,424,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,13,1,6,448,5,335,1024,1024
uEacZJ,#0019,Squadron Iavis v40.72,14,-1,2,0,0,343,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,0,1,6,421,4,247,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,1,1,6,386,5,308,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,2,1,6,455,5,230,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,3,1,6,429,4,362,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,4,1,6,496,4,241,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,5,1,6,594,6,303,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,6,1,6,429,4,401,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,7,1,6,468,5,227,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,8,1,6,292,4,328,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,9,1,6,189,2,467,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,10,1,6,383,4,312,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,11,1,6,155,1,614,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,12,1,6,270,4,291,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,13,1,6,322,4,232,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,14,1,6,427,4,217,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,15,1,6,465,6,210,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,16,1,6,305,3,296,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,17,1,6,525,6,194,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,18,1,6,135,2,547,1024,1024
FnEuMZ,#0019,Squadron Iavis v40.72,19,-1,3,0,0,353,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,0,1,6,143,1,457,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,1,1,6,496,5,200,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,2,1,6,545,5,214,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,3,1,6,427,6,356,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,4,1,6,703,6,198,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,5,1,6,506,5,268,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,6,1,6,573,6,209,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,7,1,6,446,6,256,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,8,1,6,493,5,261,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,9,1,6,198,3,442,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,10,1,6,302,3,418,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,11,1,6,420,3,404,1024,1024
ePTal5,#0019,Squadron Iavis v40.72,12,-1,2,0,0,386,1024,1024
