uid,number,squadron,name,value,weapon,scanner,thruster,steering,chassis,startingHealth,health,damage,kills,diedAt,roundTime,width,height
AgQi0E,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,25,110,0,,285,1024,1024
AgQi0E,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,15,120,3,,285,1024,1024
AgQi0E,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-5,170,2,179.45,285,1024,1024
AgQi0E,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,-18,80,0,82.79,285,1024,1024
AgQi0E,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,29,96,0,,285,1024,1024
AgQi0E,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,48,128,1,,285,1024,1024
AgQi0E,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,9,100,0,,222,1024,1024
AgQi0E,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,21,112,0,,222,1024,1024
AgQi0E,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,4,130,2,,222,1024,1024
AgQi0E,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,112,96,1,,222,1024,1024
AgQi0E,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,44,75,0,,222,1024,1024
AgQi0E,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,106,176,3,,222,1024,1024
AgQi0E,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,-7,50,1,116.20,343,1024,1024
AgQi0E,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,26,224,2,,343,1024,1024
AgQi0E,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,0,90,0,193.90,343,1024,1024
AgQi0E,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,-6,80,0,183.68,343,1024,1024
AgQi0E,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,-3,69,1,210.32,343,1024,1024
AgQi0E,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,4,192,2,,343,1024,1024
AgQi0E,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,-8,110,0,125.18,374,1024,1024
AgQi0E,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,-6,136,1,261.14,374,1024,1024
AgQi0E,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-2,100,0,248.03,374,1024,1024
AgQi0E,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,46,144,2,,374,1024,1024
AgQi0E,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,-3,63,0,188.78,374,1024,1024
AgQi0E,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,45,288,3,,374,1024,1024
AgQi0E,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,38,120,2,,312,1024,1024
AgQi0E,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,8,120,1,,312,1024,1024
AgQi0E,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-15,60,0,95.02,312,1024,1024
AgQi0E,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,10,80,0,,312,1024,1024
AgQi0E,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,8,57,0,,312,1024,1024
AgQi0E,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,74,160,3,,312,1024,1024
AgQi0E,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,-13,70,0,150.82,420,1024,1024
AgQi0E,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,-4,96,0,241.05,420,1024,1024
AgQi0E,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-3,20,0,53.60,420,1024,1024
AgQi0E,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,-1,176,1,323.41,420,1024,1024
AgQi0E,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,-1,75,0,259.96,420,1024,1024
AgQi0E,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,-3,304,4,420.25,420,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,-5,130,0,229.66,264,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,17,184,2,,264,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-13,100,0,168.37,264,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,-2,80,0,219.20,264,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,38,69,1,,264,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,43,160,3,,264,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,57,60,0,,196,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,65,144,1,,196,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,28,170,1,,196,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,71,80,2,,196,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,5,114,0,,196,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,75,128,2,,196,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,21,80,1,,261,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,27,112,1,,261,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-1,120,0,150.60,261,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,65,128,2,,261,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,66,66,1,,261,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,80,192,1,,261,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,7,230,1,,300,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,87,152,1,,300,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,31,160,0,,300,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,130,64,2,,300,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,28,108,1,,300,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,27,144,1,,300,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,22,80,0,,268,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,72,48,1,,268,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,12,140,0,,268,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,0,64,0,147.53,268,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,0,75,1,187.91,268,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,90,176,4,,268,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,12,160,0,,350,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,71,160,2,,350,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-6,50,0,46.84,350,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,-3,96,1,225.06,350,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,92,78,0,,350,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,105,192,3,,350,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,22,50,1,,249,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,89,104,0,,249,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,3,130,1,,249,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,11,160,1,,249,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,122,90,1,,249,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,89,192,2,,249,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,39,110,2,,255,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,67,168,2,,255,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,5,110,0,,255,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,108,80,0,,255,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,85,66,0,,255,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,53,160,2,,255,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,0,60,0,110.10,253,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,49,176,0,,253,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,9,140,1,,253,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,72,80,1,,253,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,81,105,1,,253,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,51,160,3,,253,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,-3,60,0,78.19,246,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,97,128,1,,246,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,31,210,2,,246,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,34,96,1,,246,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,65,72,0,,246,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,61,224,2,,246,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,10,110,1,,337,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,33,144,3,,337,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,27,170,2,,337,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,46,128,0,,337,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,-5,84,0,195.22,337,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,50,192,0,,337,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,-12,80,0,225.45,336,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,-7,104,0,303.85,336,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-4,80,1,158.12,336,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,49,112,2,,336,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,39,93,1,,336,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,32,272,2,,336,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,-4,30,0,86.59,372,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,116,200,1,,372,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,6,260,2,,372,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,27,112,0,,372,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,-7,87,0,190.08,372,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,60,192,3,,372,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,20,110,2,,318,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,37,88,0,,318,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-3,100,1,184.58,318,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,30,128,1,,318,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,3,99,2,,318,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,-7,176,0,228.69,318,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,68,140,0,,250,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,-3,32,0,82.69,250,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,23,220,5,,250,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,8,112,1,,250,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,-1,39,0,143.75,250,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,109,112,0,,250,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,39,170,2,,274,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,55,144,0,,274,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,33,170,1,,274,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,78,32,0,,274,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,30,96,2,,274,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,55,160,1,,274,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,11,80,0,,145,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,77,80,2,,145,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,35,120,1,,145,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,99,96,0,,145,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,116,63,2,,145,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,60,112,1,,145,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,22,160,0,,284,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,70,104,0,,284,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,36,100,1,,284,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,81,112,0,,284,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,32,90,2,,284,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,44,160,3,,284,1024,1024
VxTCsa,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,-7,70,0,149.19,434,1024,1024
VxTCsa,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,-2,144,2,339.55,434,1024,1024
VxTCsa,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-4,180,2,237.59,434,1024,1024
VxTCsa,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,0,192,1,433.53,434,1024,1024
VxTCsa,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,-9,84,0,162.49,434,1024,1024
VxTCsa,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,0,128,0,215.45,434,1024,1024
AXcbYR,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,-6,70,0,207.25,228,1024,1024
AXcbYR,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,50,144,0,,228,1024,1024
AXcbYR,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,23,110,2,,228,1024,1024
AXcbYR,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,74,128,2,,228,1024,1024
AXcbYR,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,38,72,2,,228,1024,1024
AXcbYR,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,36,192,0,,228,1024,1024
AXcbYR,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,67,60,0,,237,1024,1024
AXcbYR,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,66,120,1,,237,1024,1024
AXcbYR,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,32,140,3,,237,1024,1024
AXcbYR,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,73,128,0,,237,1024,1024
AXcbYR,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,27,87,2,,237,1024,1024
AXcbYR,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,-3,144,0,147.97,237,1024,1024
AXcbYR,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,84,80,0,,214,1024,1024
AXcbYR,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,46,152,1,,214,1024,1024
AXcbYR,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,45,140,2,,214,1024,1024
AXcbYR,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,70,128,2,,214,1024,1024
AXcbYR,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,72,69,0,,214,1024,1024
AXcbYR,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,8,160,1,,214,1024,1024
AXcbYR,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,0,90,1,212.35,398,1024,1024
AXcbYR,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,22,208,2,,398,1024,1024
AXcbYR,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,-6,150,1,170.09,398,1024,1024
AXcbYR,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,8,176,1,,398,1024,1024
AXcbYR,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,13,99,1,,398,1024,1024
AXcbYR,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,-6,128,0,100.41,398,1024,1024
AXcbYR,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,43,100,2,,249,1024,1024
AXcbYR,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,103,120,1,,249,1024,1024
AXcbYR,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,0,100,0,165.52,249,1024,1024
AXcbYR,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,82,32,0,,249,1024,1024
AXcbYR,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,-6,45,1,104.17,249,1024,1024
AXcbYR,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,95,176,2,,249,1024,1024
AXcbYR,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,71,140,2,,277,1024,1024
AXcbYR,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,89,120,2,,277,1024,1024
AXcbYR,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,0,60,0,86.41,277,1024,1024
AXcbYR,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,28,80,0,,277,1024,1024
AXcbYR,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,-2,84,0,217.12,277,1024,1024
AXcbYR,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,43,240,2,,277,1024,1024
AXcbYR,#0001,Squadron Gaphus,Gaphus,0.756,Plasma Cannon,SC800,T18,S10,C125,100,29,110,1,,232,1024,1024
AXcbYR,#0001,Squadron Gaphus,Woyama v47.20,0.711,Fusion Cannon,SC800,T15,S12,C150,125,54,128,2,,232,1024,1024
AXcbYR,#0001,Squadron Gaphus,Samia,0.695,Plasma Cannon,SC800,T18,S4,C100,75,37,150,0,,232,1024,1024
AXcbYR,#0001,Squadron Gaphus,Detania Mk LIV,0.683,Phase Rifle,SC400,T20,S6,C175,150,61,96,1,,232,1024,1024
AXcbYR,#0001,Squadron Gaphus,Meruta v45.20,0.678,Pulse Rifle,SC800,T15,S10,C150,125,101,78,1,,232,1024,1024
AXcbYR,#0001,Squadron Gaphus,Ganov v44.95,0.611,Phase Rifle,SC600,T15,S12,C150,125,105,160,1,,232,1024,1024
