uid,number,squadron,name,value,weapon,scanner,thruster,steering,chassis,startingHealth,health,damage,kills,diedAt,roundTime,width,height
ZMSZof,#0005,Squadron Cotania,Ioyama Mk XCVII,0.494,Phase Rifle,SC300,T10,S8,C175,150,-1,128,0,277.69,278,1024,1024
ZMSZof,#0005,Squadron Cotania,Juclite v19.94,0.478,Arc Gun,SC400,T12,S12,C100,75,-3,91,0,152.03,278,1024,1024
ZMSZof,#0005,Squadron Cotania,Jecury v8.29,0.355,Fusion Cannon,SC400,T10,S6,C100,75,-2,104,0,252.31,278,1024,1024
ZMSZof,#0005,Squadron Cotania,Lerilia,0.334,Pulse Rifle,SC300,T12,S10,C125,100,-1,57,0,263.98,278,1024,1024
cqtEPz,#0005,Squadron Cotania,Cotania,0.750,Plasma Cannon,SC800,T12,S12,C150,125,-1,130,1,288.67,298,1024,1024
cqtEPz,#0005,Squadron Cotania,Qotania,0.611,Pulse Rifle,SC400,T20,S10,C175,150,-1,78,0,239.68,298,1024,1024
cqtEPz,#0005,Squadron Cotania,Ioyama Mk XCVII,0.494,Phase Rifle,SC300,T10,S8,C175,150,-10,160,1,295.09,298,1024,1024
cqtEPz,#0005,Squadron Cotania,Juclite v19.94,0.478,Arc Gun,SC400,T12,S12,C100,75,-1,96,0,139.15,298,1024,1024
cqtEPz,#0005,Squadron Cotania,Jecury v8.29,0.355,Fusion Cannon,SC400,T10,S6,C100,75,-5,24,0,92.80,298,1024,1024
cqtEPz,#0005,Squadron Cotania,Lerilia,0.334,Pulse Rifle,SC300,T12,S10,C125,100,-6,48,0,298.33,298,1024,1024
RxrFxV,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,12,210,1,,241,1024,1024
RxrFxV,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,-4,144,1,225.55,241,1024,1024
RxrFxV,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,6,87,0,,241,1024,1024
RxrFxV,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,-2,64,0,126.54,241,1024,1024
RxrFxV,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,35,102,1,,241,1024,1024
RxrFxV,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,87,78,3,,241,1024,1024
RxrFxV,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,12,210,4,,259,1024,1024
RxrFxV,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,23,128,1,,259,1024,1024
RxrFxV,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,123,57,0,,259,1024,1024
RxrFxV,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,66,83,0,,259,1024,1024
RxrFxV,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,1,134,0,,259,1024,1024
RxrFxV,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,46,75,1,,259,1024,1024
RxrFxV,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,-4,70,0,96.25,392,1024,1024
RxrFxV,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,-1,176,0,271.35,392,1024,1024
RxrFxV,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,41,138,2,,392,1024,1024
RxrFxV,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,15,186,3,,392,1024,1024
RxrFxV,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,-11,72,0,222.36,392,1024,1024
RxrFxV,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,52,45,1,,392,1024,1024
RxrFxV,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,17,280,2,,311,1024,1024
RxrFxV,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,17,160,0,,311,1024,1024
RxrFxV,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,96,69,3,,311,1024,1024
RxrFxV,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,74,140,0,,311,1024,1024
RxrFxV,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,-9,98,0,207.98,311,1024,1024
RxrFxV,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,61,93,1,,311,1024,1024
RxrFxV,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,-15,50,0,78.24,674,1024,1024
RxrFxV,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,0,160,1,447.89,674,1024,1024
RxrFxV,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,-1,84,1,431.53,674,1024,1024
RxrFxV,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,-12,96,0,146.95,674,1024,1024
RxrFxV,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,33,90,1,,674,1024,1024
RxrFxV,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,49,87,3,,674,1024,1024
RxrFxV,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,30,220,1,,238,1024,1024
RxrFxV,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,42,128,0,,238,1024,1024
RxrFxV,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,59,54,0,,238,1024,1024
RxrFxV,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,21,162,3,,238,1024,1024
RxrFxV,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,16,128,1,,238,1024,1024
RxrFxV,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,74,33,1,,238,1024,1024
RxrFxV,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,0,200,2,349.13,493,1024,1024
RxrFxV,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,-1,0,0,53.04,493,1024,1024
RxrFxV,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,-2,144,1,464.68,493,1024,1024
RxrFxV,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,-7,70,0,205.43,493,1024,1024
RxrFxV,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,-1,78,0,119.42,493,1024,1024
RxrFxV,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,-2,87,0,492.57,493,1024,1024
9k1p6v,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,0,90,0,105.71,268,1024,1024
9k1p6v,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,-7,128,1,198.47,268,1024,1024
9k1p6v,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,-5,45,0,181.93,268,1024,1024
9k1p6v,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,-1,137,0,231.43,268,1024,1024
9k1p6v,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,-9,204,3,268.31,268,1024,1024
9k1p6v,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,-2,33,0,130.68,268,1024,1024
CbdRYA,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,-3,270,2,344.88,441,1024,1024
CbdRYA,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,-4,48,0,120.72,441,1024,1024
CbdRYA,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,62,135,2,,441,1024,1024
CbdRYA,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,-2,129,1,233.85,441,1024,1024
CbdRYA,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,-4,63,0,138.43,441,1024,1024
CbdRYA,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,-7,45,1,166.77,441,1024,1024
CbdRYA,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,-5,160,1,221.56,249,1024,1024
CbdRYA,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,16,144,0,,249,1024,1024
CbdRYA,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,83,57,1,,249,1024,1024
CbdRYA,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,54,178,2,,249,1024,1024
CbdRYA,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,33,106,2,,249,1024,1024
CbdRYA,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,65,33,0,,249,1024,1024
CbdRYA,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,-11,220,2,236.65,411,1024,1024
CbdRYA,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,9,208,2,,411,1024,1024
CbdRYA,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,14,96,2,,411,1024,1024
CbdRYA,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,-11,36,0,57.41,411,1024,1024
CbdRYA,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,-2,72,0,150.36,411,1024,1024
CbdRYA,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,-1,72,0,284.20,411,1024,1024
CbdRYA,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,-2,170,0,224.28,344,1024,1024
CbdRYA,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,30,176,2,,344,1024,1024
CbdRYA,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,107,132,1,,344,1024,1024
CbdRYA,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,0,69,0,97.16,344,1024,1024
CbdRYA,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,41,212,3,,344,1024,1024
CbdRYA,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,0,81,0,230.48,344,1024,1024
CbdRYA,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,43,190,1,,230,1024,1024
CbdRYA,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,25,160,2,,230,1024,1024
CbdRYA,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,56,48,0,,230,1024,1024
CbdRYA,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,103,45,1,,230,1024,1024
CbdRYA,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,1,96,2,,230,1024,1024
CbdRYA,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,-5,42,0,109.12,230,1024,1024
CbdRYA,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,49,230,2,,295,1024,1024
CbdRYA,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,-7,96,0,172.01,295,1024,1024
CbdRYA,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,108,102,1,,295,1024,1024
CbdRYA,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,3,120,1,,295,1024,1024
CbdRYA,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,18,143,1,,295,1024,1024
CbdRYA,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,125,33,1,,295,1024,1024
CbdRYA,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,8,160,0,,289,1024,1024
CbdRYA,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,49,176,1,,289,1024,1024
CbdRYA,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,134,69,0,,289,1024,1024
CbdRYA,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,104,113,1,,289,1024,1024
CbdRYA,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,32,114,2,,289,1024,1024
CbdRYA,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,98,93,2,,289,1024,1024
CbdRYA,#0006,Squadron Sophus,Sophus,0.667,Plasma Cannon,SC800,T15,S4,C125,100,-7,80,0,71.54,590,1024,1024
CbdRYA,#0006,Squadron Sophus,Nerilia,0.628,Phase Rifle,SC600,T12,S12,C125,100,-9,64,0,184.09,590,1024,1024
CbdRYA,#0006,Squadron Sophus,Muthea,0.545,Pulse Rifle,SC500,T15,S8,C175,150,-6,96,0,338.34,590,1024,1024
CbdRYA,#0006,Squadron Sophus,Ketis,0.539,Arc Gun,SC800,T10,S10,C150,125,-6,98,2,218.02,590,1024,1024
CbdRYA,#0006,Squadron Sophus,Puliv,0.467,Arc Gun,SC300,T18,S10,C125,100,-2,229,2,590.12,590,1024,1024
CbdRYA,#0006,Squadron Sophus,Wophus,0.395,Pulse Rifle,SC300,T12,S8,C150,125,-11,72,0,536.69,590,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,-7,176,1,278.64,430,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,3,280,4,,430,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,-1,54,0,137.04,430,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,99,78,0,,430,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,-5,87,1,417.33,430,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,-6,24,0,78.33,430,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,75,96,3,,637,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,-5,310,2,353.35,637,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,-7,45,0,165.33,637,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,-15,81,1,412.11,637,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,0,45,0,249.52,637,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,-2,111,0,272.20,637,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,-6,192,1,272.45,389,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,-13,100,0,117.44,389,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,8,135,3,,389,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,-1,75,0,332.72,389,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,-6,96,1,379.89,389,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,39,93,1,,389,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,-4,224,0,557.20,666,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,-1,280,2,425.58,666,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,-6,30,0,144.04,666,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,-5,129,2,665.62,666,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,-3,33,0,172.59,666,1024,1024
Dqv0rJ,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,-5,54,0,107.00,666,1024,1024
pxh31L,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,19,272,3,,623,1024,1024
pxh31L,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,-13,160,0,166.01,623,1024,1024
pxh31L,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,0,60,2,234.70,623,1024,1024
pxh31L,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,-3,84,0,529.54,623,1024,1024
pxh31L,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,-12,51,0,172.67,623,1024,1024
pxh31L,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,-4,78,1,235.22,623,1024,1024
pxh31L,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,104,192,2,,353,1024,1024
pxh31L,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,49,300,4,,353,1024,1024
pxh31L,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,113,81,0,,353,1024,1024
pxh31L,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,65,63,0,,353,1024,1024
pxh31L,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,66,48,0,,353,1024,1024
pxh31L,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,67,15,0,,353,1024,1024
pxh31L,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,85,128,2,,312,1024,1024
pxh31L,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,48,320,4,,312,1024,1024
pxh31L,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,25,105,0,,312,1024,1024
pxh31L,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,21,75,0,,312,1024,1024
pxh31L,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,-2,42,0,198.06,312,1024,1024
pxh31L,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,-14,48,0,98.15,312,1024,1024
pxh31L,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,31,160,0,,652,1024,1024
pxh31L,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,14,250,3,,652,1024,1024
pxh31L,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,-2,45,0,164.29,652,1024,1024
pxh31L,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,65,129,1,,652,1024,1024
pxh31L,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,-5,114,1,462.51,652,1024,1024
pxh31L,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,-5,138,1,522.77,652,1024,1024
pxh31L,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,-1,96,2,482.10,482,1024,1024
pxh31L,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,-1,90,0,81.71,482,1024,1024
pxh31L,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,-3,84,0,246.97,482,1024,1024
pxh31L,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,-2,108,0,452.67,482,1024,1024
pxh31L,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,-4,24,0,99.54,482,1024,1024
pxh31L,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,-2,60,1,146.61,482,1024,1024
O5Dmxy,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,47,192,3,,280,1024,1024
O5Dmxy,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,30,220,1,,280,1024,1024
O5Dmxy,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,69,72,1,,280,1024,1024
O5Dmxy,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,134,81,0,,280,1024,1024
O5Dmxy,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,43,39,0,,280,1024,1024
O5Dmxy,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,59,99,1,,280,1024,1024
O5Dmxy,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,131,48,0,,447,1024,1024
O5Dmxy,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,29,350,4,,447,1024,1024
O5Dmxy,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,0,72,0,321.44,447,1024,1024
O5Dmxy,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,108,96,1,,447,1024,1024
O5Dmxy,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,-4,57,0,253.20,447,1024,1024
O5Dmxy,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,74,48,1,,447,1024,1024
O5Dmxy,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,58,160,1,,374,1024,1024
O5Dmxy,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,118,290,5,,374,1024,1024
O5Dmxy,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,70,105,0,,374,1024,1024
O5Dmxy,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,86,51,0,,374,1024,1024
O5Dmxy,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,26,69,0,,374,1024,1024
O5Dmxy,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,-12,24,0,116.99,374,1024,1024
O5Dmxy,#0007,Squadron Nostea,Nostea,0.683,Phase Rifle,SC300,T18,S12,C200,200,-9,272,2,370.43,650,1024,1024
O5Dmxy,#0007,Squadron Nostea,Deliv Mk VI,0.644,Plasma Cannon,SC500,T12,S15,C175,150,0,230,0,265.26,650,1024,1024
O5Dmxy,#0007,Squadron Nostea,Maclite v40.66,0.567,Pulse Rifle,SC600,T12,S15,C175,150,-3,84,0,295.29,650,1024,1024
O5Dmxy,#0007,Squadron Nostea,Volia Mk LXXIV,0.533,Pulse Rifle,SC600,T20,S4,C200,200,-7,93,3,649.79,650,1024,1024
O5Dmxy,#0007,Squadron Nostea,Bacury v7.68,0.483,Pulse Rifle,SC700,T18,S8,C125,100,-2,24,0,180.43,650,1024,1024
O5Dmxy,#0007,Squadron Nostea,Yemia,0.467,Pulse Rifle,SC300,T10,S15,C125,100,-5,96,0,364.26,650,1024,1024
YOdUGg,#0008,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,58,85,0,,290,1024,1024
YOdUGg,#0008,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,41,188,1,,290,1024,1024
YOdUGg,#0008,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,-5,80,1,233.67,290,1024,1024
YOdUGg,#0008,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,75,51,2,,290,1024,1024
YOdUGg,#0008,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,58,200,1,,290,1024,1024
YOdUGg,#0008,Squadron Tepra,Tenov,0.433,Arc Gun,SC300,T10,S8,C175,150,63,84,1,,290,1024,1024
YOdUGg,#0008,Squadron Tepra,Tepra,0.850,Arc Gun,SC500,T20,S15,C200,200,122,102,1,,393,1024,1024
YOdUGg,#0008,Squadron Tepra,Jenus v34.67,0.650,Arc Gun,SC800,T15,S10,C100,75,-1,108,0,343.79,393,1024,1024
YOdUGg,#0008,Squadron Tepra,Yogawa,0.583,Plasma Cannon,SC300,T15,S12,C125,100,0,40,0,337.40,393,1024,1024
YOdUGg,#0008,Squadron Tepra,Xotania,0.567,Pulse Rifle,SC800,T15,S12,C150,125,-2,108,1,350.50,393,1024,1024
YOdUGg,#0008,Squadron Tepra,Tahiri v44.85,0.544,Fusion Cannon,SC400,T12,S6,C175,150,135,192,3,,393,1024,1024
