uid,number,name,rank,wld,kills,health,survivingDrones,roundTime,width,height
CaiWy6,#0001,Squadron Gaphus,0,1,6,202,4,252,1240,720
CaiWy6,#0001,Squadron Gaphus,1,1,6,221,4,237,1240,720
CaiWy6,#0001,Squadron Gaphus,2,1,6,272,4,225,1240,720
CaiWy6,#0001,Squadron Gaphus,3,1,6,139,3,312,1240,720
CaiWy6,#0001,Squadron Gaphus,4,1,6,359,5,221,1240,720
CaiWy6,#0001,Squadron Gaphus,5,1,6,282,6,245,1240,720
CaiWy6,#0001,Squadron Gaphus,6,1,6,42,2,339,1240,720
CaiWy6,#0001,Squadron Gaphus,7,1,6,324,6,206,1240,720
CaiWy6,#0001,Squadron Gaphus,8,-1,3,0,0,373,1240,720
alky9l,#0001,Squadron Gaphus,0,1,6,268,5,279,1240,720
alky9l,#0001,Squadron Gaphus,1,1,6,213,3,344,1240,720
alky9l,#0001,Squadron Gaphus,2,1,6,188,3,263,1240,720
alky9l,#0001,Squadron Gaphus,3,1,6,133,3,341,1240,720
alky9l,#0001,Squadron Gaphus,4,1,6,361,6,167,1240,720
alky9l,#0001,Squadron Gaphus,5,1,6,304,6,271,1240,720
alky9l,#0001,Squadron Gaphus,6,1,6,266,5,249,1240,720
alky9l,#0001,Squadron Gaphus,7,1,6,306,6,227,1240,720
alky9l,#0001,Squadron Gaphus,8,1,6,250,4,286,1240,720
alky9l,#0001,Squadron Gaphus,9,-1,3,0,0,320,1240,720
QoAcXI,#0001,Squadron Gaphus,0,1,6,28,1,332,1240,720
QoAcXI,#0001,Squadron Gaphus,1,1,6,83,2,432,1240,720
QoAcXI,#0001,Squadron Gaphus,2,1,6,231,5,171,1240,720
QoAcXI,#0001,Squadron Gaphus,3,1,6,144,2,342,1240,720
QoAcXI,#0001,Squadron Gaphus,4,1,6,297,5,219,1240,720
QoAcXI,#0001,Squadron Gaphus,5,1,6,225,4,246,1240,720
QoAcXI,#0001,Squadron Gaphus,6,1,6,139,4,327,1240,720
QoAcXI,#0001,Squadron Gaphus,7,1,6,88,2,330,1240,720
QoAcXI,#0001,Squadron Gaphus,8,1,6,330,6,208,1240,720
QoAcXI,#0001,Squadron Gaphus,9,1,6,240,6,227,1240,720
QoAcXI,#0001,Squadron Gaphus,10,-1,3,0,0,343,1240,720
SCElFa,#0001,Squadron Gaphus,0,1,6,276,6,239,1240,720
SCElFa,#0001,Squadron Gaphus,1,1,6,316,5,187,1240,720
SCElFa,#0001,Squadron Gaphus,2,1,6,178,3,324,1240,720
SCElFa,#0001,Squadron Gaphus,3,1,6,112,4,356,1240,720
SCElFa,#0001,Squadron Gaphus,4,1,6,351,5,216,1240,720
SCElFa,#0001,Squadron Gaphus,5,1,6,367,6,215,1240,720
SCElFa,#0001,Squadron Gaphus,6,1,6,227,3,350,1240,720
SCElFa,#0001,Squadron Gaphus,7,1,6,222,4,267,1240,720
SCElFa,#0001,Squadron Gaphus,8,1,6,38,1,445,1240,720
SCElFa,#0001,Squadron Gaphus,9,1,6,127,4,287,1240,720
SCElFa,#0001,Squadron Gaphus,10,1,6,232,5,294,1240,720
SCElFa,#0001,Squadron Gaphus,11,1,6,313,5,215,1240,720
SCElFa,#0001,Squadron Gaphus,12,1,6,205,4,368,1240,720
SCElFa,#0001,Squadron Gaphus,13,1,6,228,5,212,1240,720
SCElFa,#0001,Squadron Gaphus,14,1,6,73,2,324,1240,720
