playerOneNumber,playerOne,playerTwoNumber,playerTwo,round,playerOneWins,playerTwoWins,draws
#0134,Tetune,#0124,Fanov v33.40,7,0,3,0
#0117,Cethea,#0074,Petania Mk LXXXVII,7,0,3,0
#0114,Negantu,#0148,Juter Mk LXVII,7,2,1,0
#0142,Nuthea,#0027,Yutania,7,3,0,0
#0062,Nanov,#0057,Ienov,7,2,1,0
#0153,Mustea Mk XIII,#0138,Bowei,7,2,1,0
#0035,Haruta Mk XLIX,#0089,Lanus,7,2,1,0
#0083,Hunus v28.9,#0036,Tenia,7,2,1,0
#0137,Juzuno v16.41,#0049,Ronus v28.11,7,1,2,0
#0113,Kunope,#0080,Fuwei,7,1,2,0
#0112,Matania,#0087,Doyama Mk VII,7,1,2,0
#0129,Peter,#0076,Qater,7,0,3,0
#0128,Xetune,#0020,Humia,7,3,0,0
#0030,Yenus,#0063,Logawa,7,3,0,0
#0071,Secarro,#0053,Zostea,7,2,1,0
#0068,Fucury,#0025,Iapra,7,0,3,0
#0008,Tepra,#0061,Wuturn v18.96,7,0,3,0
#0106,Jatania,#0094,Monus,7,0,3,0
#0091,Qalea,#0079,Dutune,7,1,2,0
#0116,Soria,#0147,Totera,7,0,3,0
#0023,Manope Mk XXXVII,#0145,Yolia v39.2,7,0,3,0
#0109,Ioliv,#0064,Zoclite,7,2,1,0
#0018,Buwei,#0090,Gohiri,7,0,3,0
#0088,Julea,#0105,Nalea v36.5,7,1,2,0
#0054,Halea v22.63,#0151,Iutov,7,0,3,0
#0135,Durus v12.47,#0127,Quwei,7,2,1,0
#0041,Toliv v6.73,#0126,Wanus v30.81,7,2,1,0
#0002,Nonia,#0034,Pucury v46.28,7,1,2,0
#0006,Sophus,#0003,Tubos,7,1,2,0
#0082,Qaturn,#0100,Turilia v28.53,7,2,1,0
#0028,Senus Mk XLIX,#0103,Xotune v29.73,7,2,1,0
#0007,Nostea,#0123,Fatera,7,1,2,0
#0056,Wahiri Mk LXXIV,#0001,Gaphus,7,0,3,0
#0048,Yayama,#0075,Jenides,7,2,1,0
#0021,Selea,#0022,Yocarro Mk XLVII,7,3,0,0
#0058,Guthea,#0015,Honov,7,1,2,0
#0065,Huthea,#0040,Wuter Mk XVII,7,1,2,0
#0144,Muhiri v31.23,#0026,Jolea,7,2,1,0
#0093,Megantu,#0059,Qewei,7,1,2,0
#0132,Vetania,#0009,Relia v12.42,7,2,1,0
#0032,Later,#0125,Soter v3.44,7,0,3,0
#0066,Ferilia,#0070,Qunus,7,2,1,0
#0052,Qustea,#0108,Getis,7,0,3,0
#0078,Zuter,#0043,Dayama,7,1,2,0
#0139,Konus Mk LVIII,#0141,Quphus,7,3,0,0
#0047,Futis,#0143,Ronope Mk LXVIII,7,1,2,0
#0115,Lethea Mk XCVII,#0014,Qewei Mk XCV,7,3,0,0
#0039,Cuvis,#0077,Vucarro v33.11,7,0,3,0
#0024,Wehines Mk L,#0121,Sugantu,7,3,0,0
#0072,Xulia,#0099,Vathea,7,0,3,0
#0060,Tonides,#0016,Purilia Mk XXXV,7,0,3,0
#0097,Foter,#0104,Nutera,7,2,1,0
#0050,Dovis v46.22,#0146,Yonia,7,1,2,0
#0067,Rozuno,#0044,Wunus,7,0,3,0
#0069,Bonope,#0033,Lacarro,7,2,1,0
#0029,Nehiri,#0005,Cotania,7,1,2,0
#0010,Xocury,#0042,Potera,7,0,3,0
#0046,Henerth Mk VIII,#0101,Fabos,7,2,1,0
#0098,Suria Mk XCVII,#0004,Pecury,7,3,0,0
#0012,Yutera Mk LXXXIV,#0140,Jeliv,7,1,2,0
#0086,Peturn,#0131,Iunus v35.24,7,0,3,0
#0011,Wuwei v12.30,#0092,Yestea,7,2,1,0
#0073,Vophus,#0084,Iuzuno,7,1,2,0
#0045,Futer,#0038,Selia,7,0,3,0
#0051,Xaturn,Bye,Bye,7,2,0,0
#0122,Wanope,#0031,Ianov,8,3,0,0
#0081,Wustea Mk LXXXVI,#0133,Felea,8,1,2,0
#0102,Huyama,#0119,Xunus Mk XII,8,3,0,0
#0130,Doruta,#0019,Iavis v40.72,8,3,0,0
#0055,Sulara v35.90,#0120,Waria v41.6,8,3,0,0
#0128,Xetune,#0124,Fanov v33.40,8,0,3,0
#0153,Mustea Mk XIII,#0096,Funerth,8,1,2,0
#0107,Danov,#0062,Nanov,8,3,0,0
#0083,Hunus v28.9,#0118,Pucarro,8,2,1,0
#0114,Negantu,#0085,Fupra,8,2,1,0
#0035,Haruta Mk XLIX,#0142,Nuthea,8,1,2,0
#0076,Qater,#0080,Fuwei,8,0,3,0
#0049,Ronus v28.11,#0149,Futurn Mk LXXIX,8,1,2,0
#0111,Herilia v14.82,#0071,Secarro,8,1,2,0
#0037,Decarro,#0136,Tuvis,8,2,1,0
#0030,Yenus,#0095,Rugawa,8,2,1,0
#0074,Petania Mk LXXXVII,#0013,Tewei v11.69,8,1,2,0
#0087,Doyama Mk VII,#0152,Koturn,8,1,2,0
#0079,Dutune,#0112,Matania,8,3,0,0
#0048,Yayama,#0094,Monus,8,2,1,0
#0034,Pucury v46.28,#0063,Logawa,8,1,2,0
#0041,Toliv v6.73,#0040,Wuter Mk XVII,8,2,1,0
#0129,Peter,#0001,Gaphus,8,1,2,0
#0105,Nalea v36.5,#0137,Juzuno v16.41,8,1,2,0
#0151,Iutov,#0113,Kunope,8,0,3,0
#0053,Zostea,#0123,Fatera,8,2,1,0
#0021,Selea,#0144,Muhiri v31.23,8,2,1,0
#0150,Nunerth,#0089,Lanus,8,3,0,0
#0117,Cethea,#0147,Totera,8,0,3,0
#0015,Honov,#0017,Wonus,8,0,3,0
#0027,Yutania,#0061,Wuturn v18.96,8,0,3,0
#0003,Tubos,#0135,Durus v12.47,8,1,2,0
#0025,Iapra,#0148,Juter Mk LXVII,8,0,3,0
#0145,Yolia v39.2,#0138,Bowei,8,3,0,0
#0057,Ienov,#0110,Keclite,8,0,3,0
#0090,Gohiri,#0134,Tetune,8,2,1,0
#0082,Qaturn,#0028,Senus Mk XLIX,8,0,3,0
#0020,Humia,#0036,Tenia,8,0,3,0
#0109,Ioliv,#0143,Ronope Mk LXVIII,8,3,0,0
#0065,Huthea,#0116,Soria,8,0,3,0
#0077,Vucarro v33.11,#0091,Qalea,8,0,3,0
#0006,Sophus,#0139,Konus Mk LVIII,8,2,1,0
#0064,Zoclite,#0097,Foter,8,2,1,0
#0132,Vetania,#0002,Nonia,8,1,2,0
#0127,Quwei,#0008,Tepra,8,2,1,0
#0146,Yonia,#0075,Jenides,8,1,2,0
#0106,Jatania,#0044,Wunus,8,3,0,0
#0007,Nostea,#0088,Julea,8,0,3,0
#0100,Turilia v28.53,#0026,Jolea,8,3,0,0
#0108,Getis,#0016,Purilia Mk XXXV,8,1,2,0
#0024,Wehines Mk L,#0056,Wahiri Mk LXXIV,8,1,2,0
#0043,Dayama,#0103,Xotune v29.73,8,1,2,0
#0005,Cotania,#0023,Manope Mk XXXVII,8,0,3,0
#0059,Qewei,#0099,Vathea,8,0,3,0
#0068,Fucury,#0022,Yocarro Mk XLVII,8,0,3,0
#0018,Buwei,#0069,Bonope,8,3,0,0
#0054,Halea v22.63,#0125,Soter v3.44,8,1,2,0
#0115,Lethea Mk XCVII,#0058,Guthea,8,1,2,0
#0066,Ferilia,#0126,Wanus v30.81,8,2,1,0
#0093,Megantu,#0047,Futis,8,2,1,0
#0072,Xulia,#0050,Dovis v46.22,8,0,3,0
#0060,Tonides,#0131,Iunus v35.24,8,0,3,0
#0052,Qustea,#0141,Quphus,8,2,1,0
#0067,Rozuno,#0039,Cuvis,8,1,2,0
#0098,Suria Mk XCVII,#0140,Jeliv,8,3,0,0
#0029,Nehiri,#0032,Later,8,0,3,0
#0070,Qunus,#0033,Lacarro,8,2,1,0
#0038,Selia,#0104,Nutera,8,2,1,0
#0042,Potera,#0011,Wuwei v12.30,8,3,0,0
#0046,Henerth Mk VIII,#0009,Relia v12.42,8,1,2,0
#0078,Zuter,#0084,Iuzuno,8,2,1,0
#0121,Sugantu,#0014,Qewei Mk XCV,8,0,3,0
#0012,Yutera Mk LXXXIV,#0051,Xaturn,8,3,0,0
#0073,Vophus,#0045,Futer,8,3,0,0
#0101,Fabos,#0004,Pecury,8,2,1,0
#0086,Peturn,#0010,Xocury,8,3,0,0
#0092,Yestea,Bye,Bye,8,2,0,0
#0013,Tewei v11.69,#0030,Yenus,9,1,2,0
#0080,Fuwei,#0114,Negantu,9,2,1,0
#0130,Doruta,#0102,Huyama,9,1,2,0
#0031,Ianov,#0019,Iavis v40.72,9,1,2,0
#0122,Wanope,#0133,Felea,9,1,2,0
#0107,Danov,#0055,Sulara v35.90,9,1,2,0
#0037,Decarro,#0149,Futurn Mk LXXIX,9,2,1,0
#0081,Wustea Mk LXXXVI,#0152,Koturn,9,2,1,0
#0030,Yenus,#0080,Fuwei,10,2,1,0
#0102,Huyama,#0019,Iavis v40.72,10,2,1,0
#0133,Felea,#0055,Sulara v35.90,10,1,2,0
#0037,Decarro,#0081,Wustea Mk LXXXVI,10,0,3,0
#0030,Yenus,#0102,Huyama,11,1,2,0
#0055,Sulara v35.90,#0081,Wustea Mk LXXXVI,11,2,1,0
#0102,Huyama,#0055,Sulara v35.90,12,3,0,0
