uid,number,squadron,highScore,rank,width,height
3dz1I7,#0030,Squadron Yenus,609200,19,1600,900
1sWppY,#0030,Squadron Yenus,25100,0,1600,900
D6fog8,#0030,Squadron Yenus,1244200,38,1600,900
nYdq0I,#0031,Squadron Ianov,287100,9,1600,900
cz7XGE,#0031,Squadron Ianov,551300,17,1600,900
x9MREC,#0031,Squadron Ianov,947400,29,1600,900
7E3mKk,#0032,Squadron Later,229300,7,1600,900
a0XATT,#0032,Squadron Later,207900,6,1600,900
8uTzFx,#0032,Squadron Later,33500,1,1600,900
g1mjqO,#0033,Squadron Lacarro,8500,0,1600,900
G2VCN7,#0033,Squadron Lacarro,58700,2,1600,900
nHUHKF,#0033,Squadron Lacarro,16000,0,1600,900
nYwVHl,#0034,Squadron Pucury v46.28,103200,3,1600,900
v9X4wf,#0034,Squadron Pucury v46.28,259000,8,1600,900
buVrdw,#0034,Squadron Pucury v46.28,66900,2,1600,900
r262MH,#0035,Squadron Haruta Mk XLIX,323400,10,1600,900
VKyaht,#0035,Squadron Haruta Mk XLIX,264300,8,1600,900
IajjTz,#0035,Squadron Haruta Mk XLIX,605100,19,1600,900
qctAtP,#0036,Squadron Tenia,48600,1,1600,900
TlDNu6,#0036,Squadron Tenia,175500,5,1600,900
ZkOyjO,#0036,Squadron Tenia,9300,0,1600,900
XGAwTe,#0037,Squadron Decarro,487200,15,1600,900
VnbuPV,#0037,Squadron Decarro,329300,10,1600,900
trDyJN,#0037,Squadron Decarro,603200,19,1600,900
6wf2VU,#0038,Squadron Selia,73500,2,1600,900
UyXjxb,#0038,Squadron Selia,48100,1,1600,900
jSUJWF,#0038,Squadron Selia,8800,0,1600,900
8sR31I,#0039,Squadron Cuvis,16300,0,1600,900
kHuRR7,#0039,Squadron Cuvis,71300,2,1600,900
cevia0,#0039,Squadron Cuvis,171600,5,1600,900
vGk0wK,#0040,Squadron Wuter Mk XVII,271700,8,1600,900
EYWGFQ,#0040,Squadron Wuter Mk XVII,108300,3,1600,900
Ay8ckQ,#0040,Squadron Wuter Mk XVII,372000,12,1600,900
kDYksH,#0041,Squadron Toliv v6.73,38000,1,1600,900
DdzEnD,#0041,Squadron Toliv v6.73,174800,5,1600,900
GCxDNK,#0041,Squadron Toliv v6.73,234100,7,1600,900
qdLjmb,#0042,Squadron Potera,8800,0,1600,900
Ceb8UD,#0042,Squadron Potera,15000,0,1600,900
18aEyN,#0042,Squadron Potera,10300,0,1600,900
XtoXkp,#0043,Squadron Dayama,455700,14,1600,900
iKvzQM,#0043,Squadron Dayama,50700,1,1600,900
sjRsNh,#0043,Squadron Dayama,458300,14,1600,900
qIsDn9,#0044,Squadron Wunus,81700,2,1600,900
14UkUZ,#0044,Squadron Wunus,98100,3,1600,900
U3W644,#0044,Squadron Wunus,0,0,1600,900
0Z0eUN,#0045,Squadron Futer,15000,0,1600,900
cXsx0O,#0045,Squadron Futer,19000,0,1600,900
wi4JvK,#0045,Squadron Futer,0,0,1600,900
mtPVJe,#0046,Squadron Henerth Mk VIII,20500,0,1600,900
plEXwk,#0046,Squadron Henerth Mk VIII,15000,0,1600,900
2OnMLM,#0046,Squadron Henerth Mk VIII,9800,0,1600,900
W7EktX,#0047,Squadron Futis,15100,0,1600,900
lW0vXV,#0047,Squadron Futis,234100,7,1600,900
Y9PnXR,#0047,Squadron Futis,82600,2,1600,900
qx3OdD,#0048,Squadron Yayama,328500,10,1600,900
rk2ADh,#0048,Squadron Yayama,281900,9,1600,900
HRBGAW,#0048,Squadron Yayama,171600,5,1600,900
s30rfx,#0049,Squadron Ronus v28.11,592700,18,1600,900
CxVsR3,#0049,Squadron Ronus v28.11,430700,13,1600,900
uBbHSo,#0049,Squadron Ronus v28.11,14500,0,1600,900
4rMQ4f,#0050,Squadron Dovis v46.22,9100,0,1600,900
zsZHCo,#0050,Squadron Dovis v46.22,11500,0,1600,900
qdmrII,#0050,Squadron Dovis v46.22,88300,3,1600,900
BdALw7,#0051,Squadron Xaturn,4500,0,1600,900
qZm3JL,#0051,Squadron Xaturn,9000,0,1600,900
9JeqrG,#0051,Squadron Xaturn,6000,0,1600,900
5dBGbc,#0052,Squadron Qustea,223700,7,1600,900
zBCa4t,#0052,Squadron Qustea,0,0,1600,900
w1Kuiw,#0052,Squadron Qustea,25100,0,1600,900
kO9FLO,#0053,Squadron Zostea,614400,19,1600,900
DJikkJ,#0053,Squadron Zostea,381100,12,1600,900
Jx6Ds4,#0053,Squadron Zostea,323600,10,1600,900
GhPAQb,#0054,Squadron Halea v22.63,0,0,1600,900
7i2B5M,#0054,Squadron Halea v22.63,84300,2,1600,900
OwNxcB,#0054,Squadron Halea v22.63,44800,1,1600,900
yNyJLo,#0055,Squadron Sulara v35.90,558500,17,1600,900
7kQilv,#0055,Squadron Sulara v35.90,476700,15,1600,900
UpQyex,#0055,Squadron Sulara v35.90,619900,19,1600,900
CHfkxZ,#0056,Squadron Wahiri Mk LXXIV,388200,12,1600,900
hYVFfU,#0056,Squadron Wahiri Mk LXXIV,359200,11,1600,900
ZlW9Cx,#0056,Squadron Wahiri Mk LXXIV,648700,20,1600,900
evyVIt,#0057,Squadron Ienov,103200,3,1600,900
TqCKUg,#0057,Squadron Ienov,107900,3,1600,900
5Ezi4w,#0057,Squadron Ienov,403900,13,1600,900
CxKkSt,#0058,Squadron Guthea,312700,10,1600,900
RQmmtx,#0058,Squadron Guthea,14500,0,1600,900
adOWzB,#0058,Squadron Guthea,271700,8,1600,900
nFfssR,#0059,Squadron Qewei,175500,5,1600,900
haerxq,#0059,Squadron Qewei,19100,0,1600,900
7h5SVo,#0059,Squadron Qewei,259700,8,1600,900
LLwKCI,#0060,Squadron Tonides,17800,0,1600,900
RvVqEQ,#0060,Squadron Tonides,25000,0,1600,900
AdoqJ8,#0060,Squadron Tonides,23300,0,1600,900
n1SH9i,#0061,Squadron Wuturn v18.96,217900,7,1600,900
HjHXod,#0061,Squadron Wuturn v18.96,398300,12,1600,900
D0qJtU,#0061,Squadron Wuturn v18.96,108300,3,1600,900
NjcPnl,#0062,Squadron Nanov,614500,19,1600,900
PmmzzR,#0062,Squadron Nanov,604800,19,1600,900
POpgf3,#0062,Squadron Nanov,577900,18,1600,900
wWwXCt,#0063,Squadron Logawa,302500,9,1600,900
FPPp0Y,#0063,Squadron Logawa,360100,11,1600,900
OqHjA8,#0063,Squadron Logawa,54200,1,1600,900
V4afdu,#0064,Squadron Zoclite,365900,11,1600,900
2yqGQw,#0064,Squadron Zoclite,287000,9,1600,900
GW1FSD,#0064,Squadron Zoclite,9300,0,1600,900
alwk6E,#0065,Squadron Huthea,4800,0,1600,900
sZvDi8,#0065,Squadron Huthea,23800,0,1600,900
Op77RC,#0065,Squadron Huthea,25000,0,1600,900
WM4qj6,#0066,Squadron Ferilia,98100,3,1600,900
B8VyKl,#0066,Squadron Ferilia,334300,10,1600,900
HrvSeW,#0066,Squadron Ferilia,239700,7,1600,900
EyvjN6,#0067,Squadron Rozuno,47600,1,1600,900
nMLgCZ,#0067,Squadron Rozuno,74400,2,1600,900
qxTnWy,#0067,Squadron Rozuno,0,0,1600,900
ZqhODD,#0068,Squadron Fucury,13600,0,1600,900
nxEFG5,#0068,Squadron Fucury,9300,0,1600,900
cOT1w0,#0068,Squadron Fucury,8700,0,1600,900
4rAMIg,#0069,Squadron Bonope,94000,3,1600,900
EtUGs6,#0069,Squadron Bonope,4300,0,1600,900
WkRYUj,#0069,Squadron Bonope,97500,3,1600,900
vNzvDn,#0070,Squadron Qunus,77700,2,1600,900
mfF7hV,#0070,Squadron Qunus,67400,2,1600,900
KRVMSm,#0070,Squadron Qunus,281500,9,1600,900
21QRAQ,#0071,Squadron Secarro,383300,12,1600,900
64mDZH,#0071,Squadron Secarro,18800,0,1600,900
ywc7yO,#0071,Squadron Secarro,170300,5,1600,900
HRZgWx,#0072,Squadron Xulia,9100,0,1600,900
DR6IFn,#0072,Squadron Xulia,20500,0,1600,900
5BrbNv,#0072,Squadron Xulia,9000,0,1600,900
aSbgok,#0073,Squadron Vophus,24800,0,1600,900
fhLNtu,#0073,Squadron Vophus,175500,5,1600,900
f4XwNS,#0073,Squadron Vophus,103900,3,1600,900
Mk8GlK,#0074,Squadron Petania Mk LXXXVII,445500,14,1600,900
oVR9UG,#0074,Squadron Petania Mk LXXXVII,302900,9,1600,900
Zv75I1,#0074,Squadron Petania Mk LXXXVII,103200,3,1600,900
ZML9ry,#0075,Squadron Jenides,102700,3,1600,900
fULDOr,#0075,Squadron Jenides,574700,18,1600,900
Zc4KiZ,#0075,Squadron Jenides,0,0,1600,900
gHSweb,#0076,Squadron Qater,288900,9,1600,900
moRFi3,#0076,Squadron Qater,587400,18,1600,900
AKJ1QH,#0076,Squadron Qater,266400,8,1600,900
PUq9pU,#0077,Squadron Vucarro v33.11,42200,1,1600,900
Wg2lEc,#0077,Squadron Vucarro v33.11,9300,0,1600,900
gLrUd9,#0077,Squadron Vucarro v33.11,82600,2,1600,900
Y5nZzR,#0078,Squadron Zuter,102100,3,1600,900
pyePFI,#0078,Squadron Zuter,360300,11,1600,900
lzx8RC,#0078,Squadron Zuter,9000,0,1600,900
tVBcdc,#0079,Squadron Dutune,322800,10,1600,900
gK9GSA,#0079,Squadron Dutune,227800,7,1600,900
yOjn6Z,#0079,Squadron Dutune,82600,2,1600,900
QBIKMI,#0080,Squadron Fuwei,14800,0,1600,900
sW2JJa,#0080,Squadron Fuwei,392400,12,1600,900
ZlaB6E,#0080,Squadron Fuwei,349500,11,1600,900
WBxGWs,#0081,Squadron Wustea Mk LXXXVI,2019200,60,1600,900
t4hAzm,#0081,Squadron Wustea Mk LXXXVI,1217600,37,1600,900
iVWQur,#0081,Squadron Wustea Mk LXXXVI,1449600,44,1600,900
6rz2ZS,#0082,Squadron Qaturn,10200,0,1600,900
eawj9A,#0082,Squadron Qaturn,304300,9,1600,900
zqJRft,#0082,Squadron Qaturn,445800,14,1600,900
JQJtcV,#0083,Squadron Hunus v28.9,455500,14,1600,900
d7KvIh,#0083,Squadron Hunus v28.9,107800,3,1600,900
XF1Yur,#0083,Squadron Hunus v28.9,108500,3,1600,900
0bpKzS,#0084,Squadron Iuzuno,19000,0,1600,900
nJprI1,#0084,Squadron Iuzuno,4800,0,1600,900
kHRDxS,#0084,Squadron Iuzuno,83600,2,1600,900
AwZ6x4,#0085,Squadron Fupra,103200,3,1600,900
JnfRJJ,#0085,Squadron Fupra,578000,18,1600,900
liEbc8,#0085,Squadron Fupra,380000,12,1600,900
DSco4f,#0086,Squadron Peturn,4800,0,1600,900
JFQhbw,#0086,Squadron Peturn,13300,0,1600,900
p9ExZ9,#0086,Squadron Peturn,10800,0,1600,900
jH0bvE,#0087,Squadron Doyama Mk VII,355600,11,1600,900
ULzvte,#0087,Squadron Doyama Mk VII,458800,14,1600,900
VP2uz6,#0087,Squadron Doyama Mk VII,11500,0,1600,900
AeJygh,#0088,Squadron Julea,201000,6,1600,900
be8ag8,#0088,Squadron Julea,323400,10,1600,900
NoONKe,#0088,Squadron Julea,425900,13,1600,900
Cy2snJ,#0089,Squadron Lanus,608300,19,1600,900
NOPSOL,#0089,Squadron Lanus,13500,0,1600,900
8Wo4p7,#0089,Squadron Lanus,323500,10,1600,900
09SLDf,#0090,Squadron Gohiri,363000,11,1600,900
5IfmwI,#0090,Squadron Gohiri,72500,2,1600,900
VM4PA9,#0090,Squadron Gohiri,0,0,1600,900
IyT1l1,#0091,Squadron Qalea,329200,10,1600,900
qqEFo7,#0091,Squadron Qalea,430700,13,1600,900
MgsePL,#0091,Squadron Qalea,302500,9,1600,900
pkd5gJ,#0092,Squadron Yestea,66200,2,1600,900
7W2jFO,#0092,Squadron Yestea,33500,1,1600,900
xlgnH0,#0092,Squadron Yestea,77000,2,1600,900
3el2TZ,#0093,Squadron Megantu,4300,0,1600,900
9g86Yz,#0093,Squadron Megantu,8700,0,1600,900
kD7qGM,#0093,Squadron Megantu,0,0,1600,900
RaLM4v,#0094,Squadron Monus,365300,11,1600,900
N0xwzg,#0094,Squadron Monus,103800,3,1600,900
96EQa1,#0094,Squadron Monus,324200,10,1600,900
xTkqIm,#0095,Squadron Rugawa,620400,19,1600,900
1io5H4,#0095,Squadron Rugawa,430700,13,1600,900
vWD9SS,#0095,Squadron Rugawa,620200,19,1600,900
M0rqXf,#0096,Squadron Funerth,1285800,39,1600,900
rUzY5s,#0096,Squadron Funerth,614500,19,1600,900
kxEatA,#0096,Squadron Funerth,24800,0,1600,900
NIeFGJ,#0097,Squadron Foter,53500,1,1600,900
LQTgC0,#0097,Squadron Foter,98500,3,1600,900
qpu1Tq,#0097,Squadron Foter,66900,2,1600,900
KS7VZe,#0098,Squadron Suria Mk XCVII,42200,1,1600,900
trSLCZ,#0098,Squadron Suria Mk XCVII,78200,2,1600,900
F9fjix,#0098,Squadron Suria Mk XCVII,8800,0,1600,900
tzzKZP,#0099,Squadron Vathea,76600,2,1600,900
K4l1fV,#0099,Squadron Vathea,234400,7,1600,900
EXF7Vm,#0099,Squadron Vathea,259700,8,1600,900
Fz6z2C,#0100,Squadron Turilia v28.53,329300,10,1600,900
h7BTEg,#0100,Squadron Turilia v28.53,102700,3,1600,900
6EcmxV,#0100,Squadron Turilia v28.53,48300,1,1600,900
AxonOW,#0101,Squadron Fabos,9000,0,1600,900
Iq2JP8,#0101,Squadron Fabos,16300,0,1600,900
BvsQG4,#0101,Squadron Fabos,4800,0,1600,900
KUofC8,#0102,Squadron Huyama,1245900,38,1600,900
oIyKqt,#0102,Squadron Huyama,377600,12,1600,900
aYf4pS,#0102,Squadron Huyama,593000,18,1600,900
2tw4iC,#0103,Squadron Xotune v29.73,24800,0,1600,900
sXPLCS,#0103,Squadron Xotune v29.73,455700,14,1600,900
r7vKP9,#0103,Squadron Xotune v29.73,581300,18,1600,900
526kfo,#0104,Squadron Nutera,113600,3,1600,900
6NMDy2,#0104,Squadron Nutera,72500,2,1600,900
PHGKwR,#0104,Squadron Nutera,55200,1,1600,900
mQkVcF,#0105,Squadron Nalea v36.5,4800,0,1600,900
S8UrjW,#0105,Squadron Nalea v36.5,361400,11,1600,900
nFTMRr,#0105,Squadron Nalea v36.5,113000,3,1600,900
qVQxWf,#0106,Squadron Jatania,302500,9,1600,900
dlR7Gw,#0106,Squadron Jatania,365900,11,1600,900
Q5jkMx,#0106,Squadron Jatania,68500,2,1600,900
9B0bUg,#0107,Squadron Danov,114100,3,1600,900
NBxp45,#0107,Squadron Danov,112900,3,1600,900
ZOu83V,#0107,Squadron Danov,463900,14,1600,900
BYBVYq,#0108,Squadron Getis,13600,0,1600,900
n2mpzM,#0108,Squadron Getis,186100,6,1600,900
UApTW8,#0108,Squadron Getis,17800,0,1600,900
Yo01me,#0109,Squadron Ioliv,23300,0,1600,900
zwltpr,#0109,Squadron Ioliv,4200,0,1600,900
9cbLeJ,#0109,Squadron Ioliv,25000,0,1600,900
IoqeXR,#0110,Squadron Keclite,329200,10,1600,900
rjhE6q,#0110,Squadron Keclite,1110900,34,1600,900
YACbKt,#0110,Squadron Keclite,480500,15,1600,900
yNIgpU,#0111,Squadron Herilia v14.82,571800,18,1600,900
jb4daR,#0111,Squadron Herilia v14.82,392500,12,1600,900
gEw5Cj,#0111,Squadron Herilia v14.82,288600,9,1600,900
6KgIVu,#0112,Squadron Matania,295600,9,1600,900
edUoQr,#0112,Squadron Matania,287000,9,1600,900
MsTslC,#0112,Squadron Matania,324200,10,1600,900
DSEHqO,#0113,Squadron Kunope,386600,12,1600,900
8xYIdI,#0113,Squadron Kunope,463900,14,1600,900
n8nTk2,#0113,Squadron Kunope,10300,0,1600,900
4clWol,#0114,Squadron Negantu,1240200,38,1600,900
bgnr3T,#0114,Squadron Negantu,292000,9,1600,900
BjbDqt,#0114,Squadron Negantu,1534200,46,1600,900
KDrz4I,#0115,Squadron Lethea Mk XCVII,228500,7,1600,900
ahcKmk,#0115,Squadron Lethea Mk XCVII,103300,3,1600,900
TAAbLK,#0115,Squadron Lethea Mk XCVII,43200,1,1600,900
Z51wez,#0116,Squadron Soria,114100,3,1600,900
hwhNpw,#0116,Squadron Soria,463400,14,1600,900
chBbDc,#0116,Squadron Soria,78200,2,1600,900
RmO6Ip,#0117,Squadron Cethea,9000,0,1600,900
Tpuy2H,#0117,Squadron Cethea,72000,2,1600,900
kwOfS9,#0117,Squadron Cethea,88300,3,1600,900
v46ojf,#0118,Squadron Pucarro,304500,9,1600,900
axgO1y,#0118,Squadron Pucarro,15300,0,1600,900
eHLFsH,#0118,Squadron Pucarro,323400,10,1600,900
VXaw9U,#0119,Squadron Xunus Mk XII,824200,25,1600,900
hKJbSr,#0119,Squadron Xunus Mk XII,302900,9,1600,900
DO8QLx,#0119,Squadron Xunus Mk XII,391700,12,1600,900
EI6RkE,#0120,Squadron Waria v41.6,297300,9,1600,900
bqCtxq,#0120,Squadron Waria v41.6,620800,19,1600,900
glopCj,#0120,Squadron Waria v41.6,450600,14,1600,900
CTRvL4,#0121,Squadron Sugantu,4200,0,1600,900
pKbWdQ,#0121,Squadron Sugantu,4200,0,1600,900
S98h40,#0121,Squadron Sugantu,99100,3,1600,900
wJRJvq,#0122,Squadron Wanope,649100,20,1600,900
09SFEM,#0122,Squadron Wanope,488400,15,1600,900
ou4ryg,#0122,Squadron Wanope,595500,18,1600,900
fszHFw,#0123,Squadron Fatera,383300,12,1600,900
2je0Mx,#0123,Squadron Fatera,334300,10,1600,900
0Hm64E,#0123,Squadron Fatera,302500,9,1600,900
dLhNvi,#0124,Squadron Fanov v33.40,1253100,38,1600,900
2uQqwo,#0124,Squadron Fanov v33.40,114100,3,1600,900
pS5S1g,#0124,Squadron Fanov v33.40,1244600,38,1600,900
MY8XnC,#0125,Squadron Soter v3.44,463900,14,1600,900
16Wd5e,#0125,Squadron Soter v3.44,108300,3,1600,900
uFEu9U,#0125,Squadron Soter v3.44,112900,3,1600,900
9sdvow,#0126,Squadron Wanus v30.81,18800,0,1600,900
z2dlBm,#0126,Squadron Wanus v30.81,72000,2,1600,900
qXdgi4,#0126,Squadron Wanus v30.81,24800,0,1600,900
IQkCSK,#0127,Squadron Quwei,103700,3,1600,900
jrvoGc,#0127,Squadron Quwei,23300,0,1600,900
602AEL,#0127,Squadron Quwei,113600,3,1600,900
IxCCwu,#0128,Squadron Xetune,328500,10,1600,900
7Ne5IT,#0128,Squadron Xetune,297400,9,1600,900
P2Denw,#0128,Squadron Xetune,391400,12,1600,900
Nw2dhU,#0129,Squadron Peter,19000,0,1600,900
KtJuK0,#0129,Squadron Peter,283700,9,1600,900
RXOPb4,#0129,Squadron Peter,112900,3,1600,900
zkOT8J,#0130,Squadron Doruta,620700,19,1600,900
ONQL5E,#0130,Squadron Doruta,691400,21,1600,900
EVjuV6,#0130,Squadron Doruta,679500,21,1600,900
kqOAUI,#0131,Squadron Iunus v35.24,13300,0,1600,900
2rR6WO,#0131,Squadron Iunus v35.24,43200,1,1600,900
cLbqrO,#0131,Squadron Iunus v35.24,15100,0,1600,900
WzKXZT,#0132,Squadron Vetania,66200,2,1600,900
kXMK32,#0132,Squadron Vetania,145000,4,1600,900
VwByI2,#0132,Squadron Vetania,18800,0,1600,900
lVx8Eo,#0133,Squadron Felea,890800,27,1600,900
viOGOs,#0133,Squadron Felea,430700,13,1600,900
yjM3wa,#0133,Squadron Felea,4200,0,1600,900
rPCy6q,#0134,Squadron Tetune,295500,9,1600,900
bCn3Pp,#0134,Squadron Tetune,201000,6,1600,900
ZMEI28,#0134,Squadron Tetune,362300,11,1600,900
4YVJgI,#0135,Squadron Durus v12.47,140300,4,1600,900
kvNb98,#0135,Squadron Durus v12.47,84300,2,1600,900
xcLdeh,#0135,Squadron Durus v12.47,392200,12,1600,900
8IncOd,#0136,Squadron Tuvis,109000,3,1600,900
blDNtf,#0136,Squadron Tuvis,239200,7,1600,900
DZLpEU,#0136,Squadron Tuvis,110000,3,1600,900
nAJ2PR,#0137,Squadron Juzuno v16.41,9300,0,1600,900
lgfd3Q,#0137,Squadron Juzuno v16.41,445800,14,1600,900
lVfedR,#0137,Squadron Juzuno v16.41,609200,19,1600,900
H0QeJC,#0138,Squadron Bowei,43100,1,1600,900
5UGzOK,#0138,Squadron Bowei,81700,2,1600,900
VnINTN,#0138,Squadron Bowei,0,0,1600,900
q5quch,#0139,Squadron Konus Mk LVIII,9100,0,1600,900
mlm3Ya,#0139,Squadron Konus Mk LVIII,50000,1,1600,900
p9LCL6,#0139,Squadron Konus Mk LVIII,6000,0,1600,900
8pWMzS,#0140,Squadron Jeliv,14500,0,1600,900
C75yba,#0140,Squadron Jeliv,24800,0,1600,900
DI8PTn,#0140,Squadron Jeliv,4800,0,1600,900
kp4v2Z,#0141,Squadron Quphus,9000,0,1600,900
6U6q3y,#0141,Squadron Quphus,0,0,1600,900
wQgfb0,#0141,Squadron Quphus,76000,2,1600,900
G81bf8,#0142,Squadron Nuthea,586400,18,1600,900
3zXOYy,#0142,Squadron Nuthea,458800,14,1600,900
w3ZUZi,#0142,Squadron Nuthea,642600,20,1600,900
EupM2Z,#0143,Squadron Ronope Mk LXVIII,54500,1,1600,900
wSrxLN,#0143,Squadron Ronope Mk LXVIII,19000,0,1600,900
noBd9k,#0143,Squadron Ronope Mk LXVIII,9100,0,1600,900
HoxzN6,#0144,Squadron Muhiri v31.23,365300,11,1600,900
pIR4fS,#0144,Squadron Muhiri v31.23,604800,19,1600,900
G9A7Yf,#0144,Squadron Muhiri v31.23,354000,11,1600,900
2OIkyJ,#0145,Squadron Yolia v39.2,340000,11,1600,900
8JDsp2,#0145,Squadron Yolia v39.2,99100,3,1600,900
BSyYkj,#0145,Squadron Yolia v39.2,102600,3,1600,900
n5ghHi,#0146,Squadron Yonia,98500,3,1600,900
emYHjr,#0146,Squadron Yonia,10500,0,1600,900
ycbeb0,#0146,Squadron Yonia,223500,7,1600,900
5Y8N0X,#0147,Squadron Totera,234300,7,1600,900
I7pYxh,#0147,Squadron Totera,229300,7,1600,900
mTuTew,#0147,Squadron Totera,620200,19,1600,900
p2H6gO,#0148,Squadron Juter Mk LXVII,603200,19,1600,900
4Km8jS,#0148,Squadron Juter Mk LXVII,367500,11,1600,900
