uid,number,name,rank,wld,kills,health,survivingDrones,roundTime,width,height
Llf9MT,#0001,Squadron Gaphus,0,-1,2,0,0,246,720,720
942ZW7,#0001,Squadron Gaphus,0,1,6,309,5,238,720,720
942ZW7,#0001,Squadron Gaphus,1,1,6,241,6,217,720,720
942ZW7,#0001,Squadron Gaphus,2,1,6,212,3,230,720,720
942ZW7,#0001,Squadron Gaphus,3,-1,2,0,0,229,720,720
yFaxa1,#0001,Squadron Gaphus,0,-1,3,0,0,283,720,720
qdim00,#0001,Squadron Gaphus,0,1,6,231,4,233,720,720
qdim00,#0001,Squadron Gaphus,1,1,6,297,6,247,720,720
qdim00,#0001,Squadron Gaphus,2,1,6,130,2,240,720,720
qdim00,#0001,Squadron Gaphus,3,-1,2,0,0,258,720,720
25QGRI,#0001,Squadron Gaphus,0,-1,2,0,0,260,720,720
UYx74e,#0002,Squadron Nonia,0,1,6,223,3,336,720,720
UYx74e,#0002,Squadron Nonia,1,1,6,2,1,453,720,720
UYx74e,#0002,Squadron Nonia,2,1,6,273,5,250,720,720
UYx74e,#0002,Squadron Nonia,3,1,6,78,2,307,720,720
UYx74e,#0002,Squadron Nonia,4,1,6,223,6,262,720,720
UYx74e,#0002,Squadron Nonia,5,1,6,316,4,315,720,720
UYx74e,#0002,Squadron Nonia,6,1,6,136,3,388,720,720
UYx74e,#0002,Squadron Nonia,7,1,6,103,4,281,720,720
UYx74e,#0002,Squadron Nonia,8,1,6,363,5,314,720,720
UYx74e,#0002,Squadron Nonia,9,1,6,34,2,419,720,720
UYx74e,#0002,Squadron Nonia,10,1,6,207,4,330,720,720
UYx74e,#0002,Squadron Nonia,11,1,6,22,3,350,720,720
UYx74e,#0002,Squadron Nonia,12,1,6,19,1,609,720,720
UYx74e,#0002,Squadron Nonia,13,1,6,52,2,350,720,720
UYx74e,#0002,Squadron Nonia,14,1,6,205,4,241,720,720
UYx74e,#0002,Squadron Nonia,15,1,6,197,4,357,720,720
UYx74e,#0002,Squadron Nonia,16,1,6,470,6,191,720,720
UYx74e,#0002,Squadron Nonia,17,1,6,260,5,261,720,720
UYx74e,#0002,Squadron Nonia,18,1,6,256,5,304,720,720
UYx74e,#0002,Squadron Nonia,19,-1,1,0,0,312,720,720
grX0Sp,#0002,Squadron Nonia,0,-1,2,0,0,284,720,720
U0cVgk,#0002,Squadron Nonia,0,1,6,212,4,271,720,720
U0cVgk,#0002,Squadron Nonia,1,1,6,309,4,274,720,720
U0cVgk,#0002,Squadron Nonia,2,1,6,100,3,345,720,720
U0cVgk,#0002,Squadron Nonia,3,-1,1,0,0,309,720,720
chh7OV,#0002,Squadron Nonia,0,1,6,162,3,320,720,720
chh7OV,#0002,Squadron Nonia,1,1,6,415,6,265,720,720
chh7OV,#0002,Squadron Nonia,2,1,6,195,3,316,720,720
chh7OV,#0002,Squadron Nonia,3,1,6,101,3,351,720,720
chh7OV,#0002,Squadron Nonia,4,1,6,249,4,283,720,720
chh7OV,#0002,Squadron Nonia,5,1,6,437,6,256,720,720
chh7OV,#0002,Squadron Nonia,6,1,6,337,4,367,720,720
chh7OV,#0002,Squadron Nonia,7,-1,3,0,0,358,720,720
lPG29s,#0002,Squadron Nonia,0,1,6,140,3,398,720,720
lPG29s,#0002,Squadron Nonia,1,1,6,364,6,208,720,720
lPG29s,#0002,Squadron Nonia,2,1,6,127,3,361,720,720
lPG29s,#0002,Squadron Nonia,3,-1,2,0,0,373,720,720
i8nJso,#0003,Squadron Tubos,0,1,6,349,5,247,720,720
i8nJso,#0003,Squadron Tubos,1,1,6,200,4,342,720,720
i8nJso,#0003,Squadron Tubos,2,1,6,229,4,330,720,720
i8nJso,#0003,Squadron Tubos,3,-1,3,0,0,396,720,720
Lualit,#0003,Squadron Tubos,0,1,6,295,4,326,720,720
Lualit,#0003,Squadron Tubos,1,1,6,59,2,327,720,720
Lualit,#0003,Squadron Tubos,2,1,6,345,5,299,720,720
Lualit,#0003,Squadron Tubos,3,1,6,78,1,470,720,720
Lualit,#0003,Squadron Tubos,4,1,6,382,5,248,720,720
Lualit,#0003,Squadron Tubos,5,1,6,16,1,453,720,720
Lualit,#0003,Squadron Tubos,6,1,6,333,4,377,720,720
Lualit,#0003,Squadron Tubos,7,-1,1,0,0,274,720,720
wckumM,#0003,Squadron Tubos,0,1,6,160,3,391,720,720
wckumM,#0003,Squadron Tubos,1,1,6,204,4,277,720,720
wckumM,#0003,Squadron Tubos,2,1,6,221,5,323,720,720
wckumM,#0003,Squadron Tubos,3,1,6,142,3,414,720,720
wckumM,#0003,Squadron Tubos,4,1,6,407,6,234,720,720
wckumM,#0003,Squadron Tubos,5,1,6,54,1,528,720,720
wckumM,#0003,Squadron Tubos,6,1,6,329,5,307,720,720
wckumM,#0003,Squadron Tubos,7,-1,2,0,0,323,720,720
THxovg,#0003,Squadron Tubos,0,1,6,192,4,296,720,720
THxovg,#0003,Squadron Tubos,1,1,6,383,5,220,720,720
THxovg,#0003,Squadron Tubos,2,-1,4,0,0,413,720,720
D5R0C9,#0003,Squadron Tubos,0,1,6,270,4,328,720,720
D5R0C9,#0003,Squadron Tubos,1,1,6,390,6,229,720,720
D5R0C9,#0003,Squadron Tubos,2,1,6,95,3,423,720,720
D5R0C9,#0003,Squadron Tubos,3,-1,5,0,0,513,720,720
FXPiaU,#0004,Squadron Pecury,0,-1,1,0,0,258,720,720
