uid,number,name,rank,wld,kills,health,survivingDrones,roundTime,width,height
Futer vs Selea,#0021,Selea,0,1,6,368,5,282,800,800
Halea v22.63 vs Xetune,#0054,Halea v22.63,0,-1,1,0,0,203,800,800
Halea v22.63 vs Xetune,#0128,Xetune,0,1,6,358,5,203,800,800
Halea v22.63 vs Xetune,#0054,Halea v22.63,0,-1,2,0,0,221,800,800
Halea v22.63 vs Xetune,#0128,Xetune,0,1,6,252,4,221,800,800
Halea v22.63 vs Xetune,#0054,Halea v22.63,0,-1,1,0,0,209,800,800
Halea v22.63 vs Xetune,#0128,Xetune,0,1,6,295,5,209,800,800
Juzuno v16.41 vs Kunope,#0137,Juzuno v16.41,0,1,6,78,2,324,800,800
Juzuno v16.41 vs Kunope,#0113,Kunope,0,-1,4,0,0,324,800,800
Juzuno v16.41 vs Kunope,#0137,Juzuno v16.41,0,-1,4,0,0,308,800,800
Juzuno v16.41 vs Kunope,#0113,Kunope,0,1,6,154,2,308,800,800
Juzuno v16.41 vs Kunope,#0137,Juzuno v16.41,0,-1,2,0,0,265,800,800
Juzuno v16.41 vs Kunope,#0113,Kunope,0,1,6,261,4,265,800,800
Iuzuno vs Doruta,#0084,Iuzuno,0,-1,1,0,0,272,800,800
Iuzuno vs Doruta,#0130,Doruta,0,1,6,496,5,272,800,800
Iuzuno vs Doruta,#0084,Iuzuno,0,-1,1,0,0,279,800,800
Iuzuno vs Doruta,#0130,Doruta,0,1,6,461,5,279,800,800
Iuzuno vs Doruta,#0084,Iuzuno,0,-1,1,0,0,251,800,800
Iuzuno vs Doruta,#0130,Doruta,0,1,6,482,5,251,800,800
Tonides vs Funerth,#0060,Tonides,0,-1,1,0,0,256,800,800
Tonides vs Funerth,#0096,Funerth,0,1,6,158,5,256,800,800
Tonides vs Funerth,#0060,Tonides,0,-1,0,0,0,204,800,800
Tonides vs Funerth,#0096,Funerth,0,1,6,387,6,204,800,800
Tonides vs Funerth,#0060,Tonides,0,-1,1,0,0,174,800,800
Tonides vs Funerth,#0096,Funerth,0,1,6,418,5,174,800,800
Xaturn vs Xunus Mk XII,#0051,Xaturn,0,-1,0,0,0,277,800,800
Xaturn vs Xunus Mk XII,#0119,Xunus Mk XII,0,1,6,627,6,277,800,800
Xaturn vs Xunus Mk XII,#0051,Xaturn,0,-1,0,0,0,248,800,800
Xaturn vs Xunus Mk XII,#0119,Xunus Mk XII,0,1,6,629,6,248,800,800
Xaturn vs Xunus Mk XII,#0051,Xaturn,0,-1,0,0,0,301,800,800
Xaturn vs Xunus Mk XII,#0119,Xunus Mk XII,0,1,6,536,6,301,800,800
Keclite vs Ronus v28.11,#0110,Keclite,0,1,6,40,1,410,800,800
Keclite vs Ronus v28.11,#0049,Ronus v28.11,0,-1,5,0,0,410,800,800
Keclite vs Ronus v28.11,#0110,Keclite,0,-1,5,0,0,447,800,800
Keclite vs Ronus v28.11,#0049,Ronus v28.11,0,1,6,20,1,447,800,800
Keclite vs Ronus v28.11,#0110,Keclite,0,1,6,275,5,272,800,800
Keclite vs Ronus v28.11,#0049,Ronus v28.11,0,-1,1,0,0,272,800,800
Bonope vs Zuter,#0069,Bonope,0,1,6,135,4,331,800,800
Bonope vs Zuter,#0078,Zuter,0,-1,2,0,0,331,800,800
Bonope vs Zuter,#0069,Bonope,0,1,6,23,1,327,800,800
Bonope vs Zuter,#0078,Zuter,0,-1,5,0,0,327,800,800
Bonope vs Zuter,#0069,Bonope,0,1,6,172,4,260,800,800
Bonope vs Zuter,#0078,Zuter,0,-1,2,0,0,260,800,800
Matania vs Jenides,#0112,Matania,0,1,6,30,1,404,800,800
Matania vs Jenides,#0075,Jenides,0,-1,5,0,0,404,800,800
Matania vs Jenides,#0112,Matania,0,1,6,232,5,320,800,800
Matania vs Jenides,#0075,Jenides,0,-1,1,0,0,320,800,800
Matania vs Jenides,#0112,Matania,0,-1,2,0,0,288,800,800
Matania vs Jenides,#0075,Jenides,0,1,6,78,4,288,800,800
Buwei vs Yutera Mk LXXXIV,#0018,Buwei,0,1,6,272,6,232,800,800
Buwei vs Yutera Mk LXXXIV,#0012,Yutera Mk LXXXIV,0,-1,0,0,0,232,800,800
Buwei vs Yutera Mk LXXXIV,#0018,Buwei,0,1,6,31,1,457,800,800
Buwei vs Yutera Mk LXXXIV,#0012,Yutera Mk LXXXIV,0,-1,5,0,0,457,800,800
Buwei vs Yutera Mk LXXXIV,#0018,Buwei,0,1,6,242,4,281,800,800
Buwei vs Yutera Mk LXXXIV,#0012,Yutera Mk LXXXIV,0,-1,2,0,0,281,800,800
Tepra vs Xulia,#0008,Tepra,0,-1,3,0,0,421,800,800
Tepra vs Xulia,#0072,Xulia,0,1,6,92,3,421,800,800
Tepra vs Xulia,#0008,Tepra,0,1,6,279,6,235,800,800
Tepra vs Xulia,#0072,Xulia,0,-1,0,0,0,235,800,800
Tepra vs Xulia,#0008,Tepra,0,1,6,281,4,349,800,800
Tepra vs Xulia,#0072,Xulia,0,-1,2,0,0,349,800,800
Quwei vs Futurn Mk LXXIX,#0127,Quwei,0,1,6,239,6,257,800,800
Quwei vs Futurn Mk LXXIX,#0149,Futurn Mk LXXIX,0,-1,0,0,0,257,800,800
Quwei vs Futurn Mk LXXIX,#0127,Quwei,0,-1,1,0,0,285,800,800
Quwei vs Futurn Mk LXXIX,#0149,Futurn Mk LXXIX,0,1,6,340,5,285,800,800
Quwei vs Futurn Mk LXXIX,#0127,Quwei,0,-1,3,0,0,350,800,800
Quwei vs Futurn Mk LXXIX,#0149,Futurn Mk LXXIX,0,1,6,167,3,350,800,800
Yutania vs Wehines Mk L,#0027,Yutania,0,-1,0,0,0,317,800,800
Yutania vs Wehines Mk L,#0024,Wehines Mk L,0,1,6,302,6,317,800,800
Yutania vs Wehines Mk L,#0027,Yutania,0,-1,1,0,0,315,800,800
Yutania vs Wehines Mk L,#0024,Wehines Mk L,0,1,6,332,5,315,800,800
Yutania vs Wehines Mk L,#0027,Yutania,0,-1,4,0,0,339,800,800
Yutania vs Wehines Mk L,#0024,Wehines Mk L,0,1,6,69,2,339,800,800
Logawa vs Peturn,#0063,Logawa,0,1,6,118,3,392,800,800
Logawa vs Peturn,#0086,Peturn,0,-1,3,0,0,392,800,800
Logawa vs Peturn,#0063,Logawa,0,1,6,256,3,393,800,800
Logawa vs Peturn,#0086,Peturn,0,-1,3,0,0,393,800,800
Logawa vs Peturn,#0063,Logawa,0,1,6,469,4,327,800,800
Logawa vs Peturn,#0086,Peturn,0,-1,2,0,0,327,800,800
Lethea Mk XCVII vs Pucury v46.28,#0115,Lethea Mk XCVII,0,1,6,198,5,233,800,800
Lethea Mk XCVII vs Pucury v46.28,#0034,Pucury v46.28,0,-1,1,0,0,233,800,800
Lethea Mk XCVII vs Pucury v46.28,#0115,Lethea Mk XCVII,0,1,6,91,2,309,800,800
Lethea Mk XCVII vs Pucury v46.28,#0034,Pucury v46.28,0,-1,4,0,0,309,800,800
Lethea Mk XCVII vs Pucury v46.28,#0115,Lethea Mk XCVII,0,-1,2,0,0,188,800,800
Lethea Mk XCVII vs Pucury v46.28,#0034,Pucury v46.28,0,1,6,237,4,188,800,800
Huthea vs Tetune,#0065,Huthea,0,-1,1,0,0,247,800,800
Huthea vs Tetune,#0134,Tetune,0,1,6,222,5,247,800,800
Huthea vs Tetune,#0065,Huthea,0,-1,2,0,0,317,800,800
Huthea vs Tetune,#0134,Tetune,0,1,6,206,4,317,800,800
Huthea vs Tetune,#0065,Huthea,0,-1,2,0,0,289,800,800
Huthea vs Tetune,#0134,Tetune,0,1,6,262,4,289,800,800
Pecury vs Nehiri,#0004,Pecury,0,-1,1,0,0,232,800,800
Pecury vs Nehiri,#0029,Nehiri,0,1,6,206,5,232,800,800
Pecury vs Nehiri,#0004,Pecury,0,1,6,137,4,372,800,800
Pecury vs Nehiri,#0029,Nehiri,0,-1,2,0,0,372,800,800
Pecury vs Nehiri,#0004,Pecury,0,-1,1,0,0,242,800,800
Pecury vs Nehiri,#0029,Nehiri,0,1,6,313,5,242,800,800
Koturn vs Waria v41.6,#0152,Koturn,0,1,6,342,6,277,800,800
Koturn vs Waria v41.6,#0120,Waria v41.6,0,-1,0,0,0,277,800,800
Koturn vs Waria v41.6,#0152,Koturn,0,1,6,204,4,367,800,800
Koturn vs Waria v41.6,#0120,Waria v41.6,0,-1,2,0,0,367,800,800
Koturn vs Waria v41.6,#0152,Koturn,0,1,6,271,4,317,800,800
Koturn vs Waria v41.6,#0120,Waria v41.6,0,-1,2,0,0,317,800,800
Senus Mk XLIX vs Jeliv,#0028,Senus Mk XLIX,0,1,6,473,6,184,800,800
Senus Mk XLIX vs Jeliv,#0140,Jeliv,0,-1,0,0,0,184,800,800
Senus Mk XLIX vs Jeliv,#0028,Senus Mk XLIX,0,1,6,346,5,171,800,800
Senus Mk XLIX vs Jeliv,#0140,Jeliv,0,-1,1,0,0,171,800,800
Senus Mk XLIX vs Jeliv,#0028,Senus Mk XLIX,0,1,6,497,6,209,800,800
Senus Mk XLIX vs Jeliv,#0140,Jeliv,0,-1,0,0,0,209,800,800
Wanus v30.81 vs Yolia v39.2,#0126,Wanus v30.81,0,-1,2,0,0,262,800,800
Wanus v30.81 vs Yolia v39.2,#0145,Yolia v39.2,0,1,6,80,4,262,800,800
Wanus v30.81 vs Yolia v39.2,#0126,Wanus v30.81,0,-1,1,0,0,319,800,800
Wanus v30.81 vs Yolia v39.2,#0145,Yolia v39.2,0,1,6,186,5,319,800,800
Wanus v30.81 vs Yolia v39.2,#0126,Wanus v30.81,0,-1,3,0,0,309,800,800
Wanus v30.81 vs Yolia v39.2,#0145,Yolia v39.2,0,1,6,236,3,309,800,800
Muhiri v31.23 vs Soter v3.44,#0144,Muhiri v31.23,0,1,6,60,2,507,800,800
Muhiri v31.23 vs Soter v3.44,#0125,Soter v3.44,0,-1,4,0,0,507,800,800
Muhiri v31.23 vs Soter v3.44,#0144,Muhiri v31.23,0,-1,5,0,0,559,800,800
Muhiri v31.23 vs Soter v3.44,#0125,Soter v3.44,0,1,6,29,1,559,800,800
Muhiri v31.23 vs Soter v3.44,#0144,Muhiri v31.23,0,1,6,90,3,402,800,800
Muhiri v31.23 vs Soter v3.44,#0125,Soter v3.44,0,-1,3,0,0,402,800,800
Vucarro v33.11 vs Petania Mk LXXXVII,#0077,Vucarro v33.11,0,-1,1,0,0,354,800,800
Vucarro v33.11 vs Petania Mk LXXXVII,#0074,Petania Mk LXXXVII,0,1,6,350,5,354,800,800
Vucarro v33.11 vs Petania Mk LXXXVII,#0077,Vucarro v33.11,0,-1,1,0,0,324,800,800
Vucarro v33.11 vs Petania Mk LXXXVII,#0074,Petania Mk LXXXVII,0,1,6,290,5,324,800,800
Vucarro v33.11 vs Petania Mk LXXXVII,#0077,Vucarro v33.11,0,-1,3,0,0,690,800,800
Vucarro v33.11 vs Petania Mk LXXXVII,#0074,Petania Mk LXXXVII,0,1,6,155,3,690,800,800
Rugawa vs Nostea,#0095,Rugawa,0,1,6,308,6,232,800,800
Rugawa vs Nostea,#0007,Nostea,0,-1,0,0,0,232,800,800
Rugawa vs Nostea,#0095,Rugawa,0,1,6,109,2,414,800,800
Rugawa vs Nostea,#0007,Nostea,0,-1,4,0,0,414,800,800
Rugawa vs Nostea,#0095,Rugawa,0,1,6,189,3,337,800,800
Rugawa vs Nostea,#0007,Nostea,0,-1,3,0,0,337,800,800
Cuvis vs Tuvis,#0039,Cuvis,0,-1,2,0,0,393,800,800
Cuvis vs Tuvis,#0136,Tuvis,0,1,6,320,4,393,800,800
Cuvis vs Tuvis,#0039,Cuvis,0,-1,2,0,0,412,800,800
Cuvis vs Tuvis,#0136,Tuvis,0,1,6,212,4,412,800,800
Cuvis vs Tuvis,#0039,Cuvis,0,-1,1,0,0,308,800,800
Cuvis vs Tuvis,#0136,Tuvis,0,1,6,345,5,308,800,800
Dutune vs Julea,#0079,Dutune,0,-1,3,0,0,397,800,800
Dutune vs Julea,#0088,Julea,0,1,6,206,3,397,800,800
Dutune vs Julea,#0079,Dutune,0,1,6,174,3,303,800,800
Dutune vs Julea,#0088,Julea,0,-1,3,0,0,303,800,800
Dutune vs Julea,#0079,Dutune,0,-1,3,0,0,489,800,800
Dutune vs Julea,#0088,Julea,0,1,6,156,3,489,800,800
Relia v12.42 vs Sugantu,#0009,Relia v12.42,0,1,6,219,5,198,800,800
Relia v12.42 vs Sugantu,#0121,Sugantu,0,-1,1,0,0,198,800,800
Relia v12.42 vs Sugantu,#0009,Relia v12.42,0,-1,4,0,0,382,800,800
Relia v12.42 vs Sugantu,#0121,Sugantu,0,1,6,83,2,382,800,800
Relia v12.42 vs Sugantu,#0009,Relia v12.42,0,1,6,235,4,254,800,800
Relia v12.42 vs Sugantu,#0121,Sugantu,0,-1,2,0,0,254,800,800
Iunus v35.24 vs Suria Mk XCVII,#0131,Iunus v35.24,0,-1,1,0,0,260,800,800
Iunus v35.24 vs Suria Mk XCVII,#0098,Suria Mk XCVII,0,1,6,166,5,260,800,800
Iunus v35.24 vs Suria Mk XCVII,#0131,Iunus v35.24,0,-1,1,0,0,265,800,800
Iunus v35.24 vs Suria Mk XCVII,#0098,Suria Mk XCVII,0,1,6,160,5,265,800,800
Iunus v35.24 vs Suria Mk XCVII,#0131,Iunus v35.24,0,-1,2,0,0,271,800,800
Iunus v35.24 vs Suria Mk XCVII,#0098,Suria Mk XCVII,0,1,6,249,4,271,800,800
Sulara v35.90 vs Wahiri Mk LXXIV,#0055,Sulara v35.90,0,1,6,120,1,405,800,800
Sulara v35.90 vs Wahiri Mk LXXIV,#0056,Wahiri Mk LXXIV,0,-1,5,0,0,405,800,800
Sulara v35.90 vs Wahiri Mk LXXIV,#0055,Sulara v35.90,0,1,6,90,2,433,800,800
Sulara v35.90 vs Wahiri Mk LXXIV,#0056,Wahiri Mk LXXIV,0,-1,4,0,0,433,800,800
Sulara v35.90 vs Wahiri Mk LXXIV,#0055,Sulara v35.90,0,1,6,437,5,398,800,800
Sulara v35.90 vs Wahiri Mk LXXIV,#0056,Wahiri Mk LXXIV,0,-1,1,0,0,398,800,800
Felea vs Xotune v29.73,#0133,Felea,0,1,6,44,1,480,800,800
Felea vs Xotune v29.73,#0103,Xotune v29.73,0,-1,5,0,0,480,800,800
Felea vs Xotune v29.73,#0133,Felea,0,-1,1,0,0,324,800,800
Felea vs Xotune v29.73,#0103,Xotune v29.73,0,1,6,303,5,324,800,800
Felea vs Xotune v29.73,#0133,Felea,0,1,6,156,3,413,800,800
Felea vs Xotune v29.73,#0103,Xotune v29.73,0,-1,3,0,0,413,800,800
Wuter Mk XVII vs Nuthea,#0040,Wuter Mk XVII,0,-1,0,0,0,242,800,800
Wuter Mk XVII vs Nuthea,#0142,Nuthea,0,1,6,321,6,242,800,800
Wuter Mk XVII vs Nuthea,#0040,Wuter Mk XVII,0,-1,3,0,0,261,800,800
Wuter Mk XVII vs Nuthea,#0142,Nuthea,0,1,6,250,3,261,800,800
Wuter Mk XVII vs Nuthea,#0040,Wuter Mk XVII,0,-1,2,0,0,169,800,800
Wuter Mk XVII vs Nuthea,#0142,Nuthea,0,1,6,397,4,169,800,800
Yestea vs Vetania,#0092,Yestea,0,-1,3,0,0,248,800,800
Yestea vs Vetania,#0132,Vetania,0,1,6,185,3,248,800,800
Yestea vs Vetania,#0092,Yestea,0,-1,4,0,0,294,800,800
Yestea vs Vetania,#0132,Vetania,0,1,6,87,2,294,800,800
Yestea vs Vetania,#0092,Yestea,0,-1,4,0,0,335,800,800
Yestea vs Vetania,#0132,Vetania,0,1,6,29,2,335,800,800
Ianov vs Yocarro Mk XLVII,#0031,Ianov,0,1,6,358,4,240,800,800
Ianov vs Yocarro Mk XLVII,#0022,Yocarro Mk XLVII,0,-1,2,0,0,240,800,800
Ianov vs Yocarro Mk XLVII,#0031,Ianov,0,1,6,431,5,222,800,800
Ianov vs Yocarro Mk XLVII,#0022,Yocarro Mk XLVII,0,-1,1,0,0,222,800,800
Ianov vs Yocarro Mk XLVII,#0031,Ianov,0,1,6,48,2,351,800,800
Ianov vs Yocarro Mk XLVII,#0022,Yocarro Mk XLVII,0,-1,4,0,0,351,800,800
Qunus vs Decarro,#0070,Qunus,0,-1,2,0,0,214,800,800
Qunus vs Decarro,#0037,Decarro,0,1,6,267,4,214,800,800
Qunus vs Decarro,#0070,Qunus,0,-1,1,0,0,223,800,800
Qunus vs Decarro,#0037,Decarro,0,1,6,328,5,223,800,800
Qunus vs Decarro,#0070,Qunus,0,-1,2,0,0,228,800,800
Qunus vs Decarro,#0037,Decarro,0,1,6,279,4,228,800,800
Wustea Mk LXXXVI vs Fanov v33.40,#0081,Wustea Mk LXXXVI,0,1,6,282,5,330,800,800
Wustea Mk LXXXVI vs Fanov v33.40,#0124,Fanov v33.40,0,-1,1,0,0,330,800,800
Wustea Mk LXXXVI vs Fanov v33.40,#0081,Wustea Mk LXXXVI,0,1,6,341,6,306,800,800
Wustea Mk LXXXVI vs Fanov v33.40,#0124,Fanov v33.40,0,-1,0,0,0,306,800,800
Wustea Mk LXXXVI vs Fanov v33.40,#0081,Wustea Mk LXXXVI,0,1,6,143,4,323,800,800
Wustea Mk LXXXVI vs Fanov v33.40,#0124,Fanov v33.40,0,-1,2,0,0,323,800,800
Humia vs Futis,#0020,Humia,0,-1,2,0,0,287,800,800
Humia vs Futis,#0047,Futis,0,1,6,143,4,287,800,800
Humia vs Futis,#0020,Humia,0,1,6,19,1,694,800,800
Humia vs Futis,#0047,Futis,0,-1,5,0,0,694,800,800
Humia vs Futis,#0020,Humia,0,1,6,214,3,420,800,800
Humia vs Futis,#0047,Futis,0,-1,3,0,0,420,800,800
Lacarro vs Nalea v36.5,#0033,Lacarro,0,-1,0,0,0,173,800,800
Lacarro vs Nalea v36.5,#0105,Nalea v36.5,0,1,6,433,6,173,800,800
Lacarro vs Nalea v36.5,#0033,Lacarro,0,-1,2,0,0,181,800,800
Lacarro vs Nalea v36.5,#0105,Nalea v36.5,0,1,6,306,4,181,800,800
Lacarro vs Nalea v36.5,#0033,Lacarro,0,-1,0,0,0,248,800,800
Lacarro vs Nalea v36.5,#0105,Nalea v36.5,0,1,6,196,6,248,800,800
Qewei Mk XCV vs Doyama Mk VII,#0014,Qewei Mk XCV,0,-1,1,0,0,237,800,800
Qewei Mk XCV vs Doyama Mk VII,#0087,Doyama Mk VII,0,1,6,349,5,237,800,800
Qewei Mk XCV vs Doyama Mk VII,#0014,Qewei Mk XCV,0,-1,1,0,0,243,800,800
Qewei Mk XCV vs Doyama Mk VII,#0087,Doyama Mk VII,0,1,6,369,5,243,800,800
Qewei Mk XCV vs Doyama Mk VII,#0014,Qewei Mk XCV,0,-1,1,0,0,211,800,800
Qewei Mk XCV vs Doyama Mk VII,#0087,Doyama Mk VII,0,1,6,458,5,211,800,800
Bowei vs Ferilia,#0138,Bowei,0,1,6,86,2,362,800,800
Bowei vs Ferilia,#0066,Ferilia,0,-1,4,0,0,362,800,800
Bowei vs Ferilia,#0138,Bowei,0,1,6,176,3,307,800,800
Bowei vs Ferilia,#0066,Ferilia,0,-1,3,0,0,307,800,800
Bowei vs Ferilia,#0138,Bowei,0,1,6,173,4,302,800,800
Bowei vs Ferilia,#0066,Ferilia,0,-1,2,0,0,302,800,800
Ronope Mk LXVIII vs Rozuno,#0143,Ronope Mk LXVIII,0,1,6,243,5,196,800,800
Ronope Mk LXVIII vs Rozuno,#0067,Rozuno,0,-1,1,0,0,196,800,800
Ronope Mk LXVIII vs Rozuno,#0143,Ronope Mk LXVIII,0,1,6,162,4,320,800,800
Ronope Mk LXVIII vs Rozuno,#0067,Rozuno,0,-1,2,0,0,320,800,800
Ronope Mk LXVIII vs Rozuno,#0143,Ronope Mk LXVIII,0,-1,3,0,0,318,800,800
Ronope Mk LXVIII vs Rozuno,#0067,Rozuno,0,1,6,96,3,318,800,800
Tewei v11.69 vs Ienov,#0013,Tewei v11.69,0,1,6,169,5,346,800,800
Tewei v11.69 vs Ienov,#0057,Ienov,0,-1,1,0,0,346,800,800
Tewei v11.69 vs Ienov,#0013,Tewei v11.69,0,1,6,280,5,304,800,800
Tewei v11.69 vs Ienov,#0057,Ienov,0,-1,1,0,0,304,800,800
Tewei v11.69 vs Ienov,#0013,Tewei v11.69,0,1,6,290,5,299,800,800
Tewei v11.69 vs Ienov,#0057,Ienov,0,-1,1,0,0,299,800,800
Getis vs Foter,#0108,Getis,0,-1,4,0,0,291,800,800
Getis vs Foter,#0097,Foter,0,1,6,12,2,291,800,800
Getis vs Foter,#0108,Getis,0,1,6,163,4,244,800,800
Getis vs Foter,#0097,Foter,0,-1,2,0,0,244,800,800
Getis vs Foter,#0108,Getis,0,-1,4,0,0,308,800,800
Getis vs Foter,#0097,Foter,0,1,6,120,2,308,800,800
Sophus vs Toliv v6.73,#0006,Sophus,0,1,6,153,4,307,800,800
Sophus vs Toliv v6.73,#0041,Toliv v6.73,0,-1,2,0,0,307,800,800
Sophus vs Toliv v6.73,#0006,Sophus,0,1,6,234,5,319,800,800
Sophus vs Toliv v6.73,#0041,Toliv v6.73,0,-1,1,0,0,319,800,800
Sophus vs Toliv v6.73,#0006,Sophus,0,1,6,40,2,366,800,800
Sophus vs Toliv v6.73,#0041,Toliv v6.73,0,-1,4,0,0,366,800,800
Secarro vs Monus,#0071,Secarro,0,-1,2,0,0,276,800,800
Secarro vs Monus,#0094,Monus,0,1,6,236,4,276,800,800
Secarro vs Monus,#0071,Secarro,0,-1,5,0,0,407,800,800
Secarro vs Monus,#0094,Monus,0,1,6,24,1,407,800,800
Secarro vs Monus,#0071,Secarro,0,1,6,196,3,418,800,800
Secarro vs Monus,#0094,Monus,0,-1,3,0,0,418,800,800
Zoclite vs Huyama,#0064,Zoclite,0,-1,1,0,0,335,800,800
Zoclite vs Huyama,#0102,Huyama,0,1,6,245,5,335,800,800
Zoclite vs Huyama,#0064,Zoclite,0,-1,1,0,0,303,800,800
Zoclite vs Huyama,#0102,Huyama,0,1,6,362,5,303,800,800
Zoclite vs Huyama,#0064,Zoclite,0,-1,1,0,0,252,800,800
Zoclite vs Huyama,#0102,Huyama,0,1,6,410,5,252,800,800
Qater vs Tenia,#0076,Qater,0,-1,5,0,0,607,800,800
Qater vs Tenia,#0036,Tenia,0,1,6,24,1,607,800,800
Qater vs Tenia,#0076,Qater,0,-1,4,0,0,379,800,800
Qater vs Tenia,#0036,Tenia,0,1,6,51,2,379,800,800
Qater vs Tenia,#0076,Qater,0,1,6,24,1,358,800,800
Qater vs Tenia,#0036,Tenia,0,-1,5,0,0,358,800,800
Pucarro vs Qustea,#0118,Pucarro,0,1,6,170,2,458,800,800
Pucarro vs Qustea,#0052,Qustea,0,-1,4,0,0,458,800,800
Pucarro vs Qustea,#0118,Pucarro,0,1,6,311,4,396,800,800
Pucarro vs Qustea,#0052,Qustea,0,-1,2,0,0,396,800,800
Pucarro vs Qustea,#0118,Pucarro,0,1,6,48,2,515,800,800
Pucarro vs Qustea,#0052,Qustea,0,-1,4,0,0,515,800,800
Qewei vs Purilia Mk XXXV,#0059,Qewei,0,-1,3,0,0,288,800,800
Qewei vs Purilia Mk XXXV,#0016,Purilia Mk XXXV,0,1,6,181,3,288,800,800
Qewei vs Purilia Mk XXXV,#0059,Qewei,0,-1,4,0,0,337,800,800
Qewei vs Purilia Mk XXXV,#0016,Purilia Mk XXXV,0,1,6,47,2,337,800,800
Qewei vs Purilia Mk XXXV,#0059,Qewei,0,1,6,229,5,226,800,800
Qewei vs Purilia Mk XXXV,#0016,Purilia Mk XXXV,0,-1,1,0,0,226,800,800
Gaphus vs Iutov,#0001,Gaphus,0,-1,3,0,0,264,800,800
Gaphus vs Iutov,#0151,Iutov,0,1,6,169,3,264,800,800
Gaphus vs Iutov,#0001,Gaphus,0,-1,3,0,0,312,800,800
Gaphus vs Iutov,#0151,Iutov,0,1,6,101,3,312,800,800
Gaphus vs Iutov,#0001,Gaphus,0,1,6,161,4,287,800,800
Gaphus vs Iutov,#0151,Iutov,0,-1,2,0,0,287,800,800
Cotania vs Megantu,#0005,Cotania,0,1,6,145,4,236,800,800
Cotania vs Megantu,#0093,Megantu,0,-1,2,0,0,236,800,800
Cotania vs Megantu,#0005,Cotania,0,-1,4,0,0,330,800,800
Cotania vs Megantu,#0093,Megantu,0,1,6,46,2,330,800,800
Cotania vs Megantu,#0005,Cotania,0,1,6,106,1,265,800,800
Cotania vs Megantu,#0093,Megantu,0,-1,5,0,0,265,800,800
Jolea vs Wanope,#0026,Jolea,0,-1,1,0,0,214,800,800
Jolea vs Wanope,#0122,Wanope,0,1,6,403,5,214,800,800
