uid,squadron,name,value,weapon,scanner,thruster,steering,chassis,startingHealth,health,damage,kills,diedAt,roundTime,width,height
Y3wcH6,Squadron Qewei Mk XCV,Qewei Mk XCV,0.745,Pulse Rifle,SC800,T20,S10,C150,125,-1,105,3,311.72,379,720,720
Y3wcH6,Squadron Qewei Mk XCV,Yenus,0.611,Plasma Cannon,SC600,T18,S8,C100,75,-3,60,0,121.89,379,720,720
Y3wcH6,Squadron Qewei Mk XCV,Zacarro Mk XV,0.595,Pulse Rifle,SC600,T20,S15,C100,75,-7,33,0,209.72,379,720,720
Y3wcH6,Squadron Qewei Mk XCV,Qonerth Mk XIII,0.584,Fusion Cannon,SC600,T20,S10,C150,125,-2,56,0,110.15,379,720,720
Y3wcH6,Squadron Qewei Mk XCV,Guruta,0.572,Fusion Cannon,SC700,T12,S4,C175,150,-5,160,1,328.45,379,720,720
Y3wcH6,Squadron Qewei Mk XCV,Hugantu Mk XI,0.539,Phase Rifle,SC800,T12,S4,C100,75,-3,176,0,379.17,379,720,720
5pRmTk,Squadron Qewei Mk XCV,Qewei Mk XCV,0.745,Pulse Rifle,SC800,T20,S10,C150,125,0,57,1,151.54,235,720,720
5pRmTk,Squadron Qewei Mk XCV,Yenus,0.611,Plasma Cannon,SC600,T18,S8,C100,75,0,20,0,66.82,235,720,720
5pRmTk,Squadron Qewei Mk XCV,Zacarro Mk XV,0.595,Pulse Rifle,SC600,T20,S15,C100,75,0,12,0,86.57,235,720,720
5pRmTk,Squadron Qewei Mk XCV,Qonerth Mk XIII,0.584,Fusion Cannon,SC600,T20,S10,C150,125,0,120,0,200.34,235,720,720
5pRmTk,Squadron Qewei Mk XCV,Guruta,0.572,Fusion Cannon,SC700,T12,S4,C175,150,0,184,0,235.40,235,720,720
5pRmTk,Squadron Qewei Mk XCV,Hugantu Mk XI,0.539,Phase Rifle,SC800,T12,S4,C100,75,-5,32,0,50.28,235,720,720
mf0kGP,Squadron Qewei Mk XCV,Qewei Mk XCV,0.745,Pulse Rifle,SC800,T20,S10,C150,125,-4,114,1,325.16,339,720,720
mf0kGP,Squadron Qewei Mk XCV,Yenus,0.611,Plasma Cannon,SC600,T18,S8,C100,75,-1,130,0,181.10,339,720,720
mf0kGP,Squadron Qewei Mk XCV,Zacarro Mk XV,0.595,Pulse Rifle,SC600,T20,S15,C100,75,-3,57,0,282.79,339,720,720
mf0kGP,Squadron Qewei Mk XCV,Qonerth Mk XIII,0.584,Fusion Cannon,SC600,T20,S10,C150,125,-2,120,0,339.17,339,720,720
mf0kGP,Squadron Qewei Mk XCV,Guruta,0.572,Fusion Cannon,SC700,T12,S4,C175,150,-11,120,1,207.92,339,720,720
mf0kGP,Squadron Qewei Mk XCV,Hugantu Mk XI,0.539,Phase Rifle,SC800,T12,S4,C100,75,0,128,1,218.23,339,720,720
xMl8mu,Squadron Qewei Mk XCV,Qewei Mk XCV,0.745,Pulse Rifle,SC800,T20,S10,C150,125,-2,75,0,294.84,316,720,720
xMl8mu,Squadron Qewei Mk XCV,Yenus,0.611,Plasma Cannon,SC600,T18,S8,C100,75,15,110,1,,316,720,720
xMl8mu,Squadron Qewei Mk XCV,Zacarro Mk XV,0.595,Pulse Rifle,SC600,T20,S15,C100,75,-2,57,0,232.65,316,720,720
xMl8mu,Squadron Qewei Mk XCV,Qonerth Mk XIII,0.584,Fusion Cannon,SC600,T20,S10,C150,125,-1,96,0,190.95,316,720,720
xMl8mu,Squadron Qewei Mk XCV,Guruta,0.572,Fusion Cannon,SC700,T12,S4,C175,150,67,160,1,,316,720,720
xMl8mu,Squadron Qewei Mk XCV,Hugantu Mk XI,0.539,Phase Rifle,SC800,T12,S4,C100,75,40,208,4,,316,720,720
xMl8mu,Squadron Qewei Mk XCV,Qewei Mk XCV,0.745,Pulse Rifle,SC800,T20,S10,C150,125,-2,57,0,152.27,271,720,720
xMl8mu,Squadron Qewei Mk XCV,Yenus,0.611,Plasma Cannon,SC600,T18,S8,C100,75,-4,60,0,152.27,271,720,720
xMl8mu,Squadron Qewei Mk XCV,Zacarro Mk XV,0.595,Pulse Rifle,SC600,T20,S15,C100,75,-1,18,0,225.87,271,720,720
xMl8mu,Squadron Qewei Mk XCV,Qonerth Mk XIII,0.584,Fusion Cannon,SC600,T20,S10,C150,125,-1,112,0,232.61,271,720,720
xMl8mu,Squadron Qewei Mk XCV,Guruta,0.572,Fusion Cannon,SC700,T12,S4,C175,150,-3,96,0,270.83,271,720,720
xMl8mu,Squadron Qewei Mk XCV,Hugantu Mk XI,0.539,Phase Rifle,SC800,T12,S4,C100,75,0,96,0,259.07,271,720,720
ggjcWj,Squadron Qewei Mk XCV,Qewei Mk XCV,0.745,Pulse Rifle,SC800,T20,S10,C150,125,-2,96,0,297.10,297,720,720
ggjcWj,Squadron Qewei Mk XCV,Yenus,0.611,Plasma Cannon,SC600,T18,S8,C100,75,-1,60,0,114.25,297,720,720
ggjcWj,Squadron Qewei Mk XCV,Zacarro Mk XV,0.595,Pulse Rifle,SC600,T20,S15,C100,75,0,33,0,198.17,297,720,720
ggjcWj,Squadron Qewei Mk XCV,Qonerth Mk XIII,0.584,Fusion Cannon,SC600,T20,S10,C150,125,-6,88,1,222.37,297,720,720
ggjcWj,Squadron Qewei Mk XCV,Guruta,0.572,Fusion Cannon,SC700,T12,S4,C175,150,-1,128,1,175.97,297,720,720
ggjcWj,Squadron Qewei Mk XCV,Hugantu Mk XI,0.539,Phase Rifle,SC800,T12,S4,C100,75,-4,176,1,237.07,297,720,720
mRazhV,Squadron Purilia Mk XXXV,Purilia Mk XXXV,0.795,Plasma Cannon,SC800,T18,S10,C175,150,-6,110,1,234.14,269,720,720
mRazhV,Squadron Purilia Mk XXXV,Nonia,0.611,Phase Rifle,SC600,T20,S6,C100,75,0,16,0,53.78,269,720,720
mRazhV,Squadron Purilia Mk XXXV,Topra,0.533,Pulse Rifle,SC700,T10,S4,C175,150,-1,66,0,164.56,269,720,720
mRazhV,Squadron Purilia Mk XXXV,Qazuno,0.511,Fusion Cannon,SC600,T15,S12,C125,100,-7,104,0,201.02,269,720,720
mRazhV,Squadron Purilia Mk XXXV,Voria v43.45,0.489,Pulse Rifle,SC800,T10,S15,C100,75,-1,42,0,94.22,269,720,720
mRazhV,Squadron Purilia Mk XXXV,Hocury,0.472,Pulse Rifle,SC400,T10,S8,C150,125,-1,120,0,269.27,269,720,720
sotCxD,Squadron Purilia Mk XXXV,Purilia Mk XXXV,0.795,Plasma Cannon,SC800,T18,S10,C175,150,-5,150,2,266.18,335,720,720
sotCxD,Squadron Purilia Mk XXXV,Nonia,0.611,Phase Rifle,SC600,T20,S6,C100,75,-6,48,0,209.91,335,720,720
sotCxD,Squadron Purilia Mk XXXV,Topra,0.533,Pulse Rifle,SC700,T10,S4,C175,150,-1,186,1,334.57,335,720,720
sotCxD,Squadron Purilia Mk XXXV,Qazuno,0.511,Fusion Cannon,SC600,T15,S12,C125,100,-6,64,0,125.80,335,720,720
sotCxD,Squadron Purilia Mk XXXV,Voria v43.45,0.489,Pulse Rifle,SC800,T10,S15,C100,75,-1,24,0,54.69,335,720,720
sotCxD,Squadron Purilia Mk XXXV,Hocury,0.472,Pulse Rifle,SC400,T10,S8,C150,125,-4,105,0,221.43,335,720,720
pMIviV,Squadron Purilia Mk XXXV,Purilia Mk XXXV,0.795,Plasma Cannon,SC800,T18,S10,C175,150,-4,110,1,165.02,332,720,720
pMIviV,Squadron Purilia Mk XXXV,Nonia,0.611,Phase Rifle,SC600,T20,S6,C100,75,-6,80,0,164.71,332,720,720
pMIviV,Squadron Purilia Mk XXXV,Topra,0.533,Pulse Rifle,SC700,T10,S4,C175,150,-2,114,0,304.16,332,720,720
pMIviV,Squadron Purilia Mk XXXV,Qazuno,0.511,Fusion Cannon,SC600,T15,S12,C125,100,-5,96,1,189.21,332,720,720
pMIviV,Squadron Purilia Mk XXXV,Voria v43.45,0.489,Pulse Rifle,SC800,T10,S15,C100,75,0,87,0,143.25,332,720,720
pMIviV,Squadron Purilia Mk XXXV,Hocury,0.472,Pulse Rifle,SC400,T10,S8,C150,125,-3,117,1,331.77,332,720,720
bJWQB0,Squadron Purilia Mk XXXV,Purilia Mk XXXV,0.795,Plasma Cannon,SC800,T18,S10,C175,150,-2,70,0,144.40,253,720,720
bJWQB0,Squadron Purilia Mk XXXV,Nonia,0.611,Phase Rifle,SC600,T20,S6,C100,75,-4,64,0,79.35,253,720,720
bJWQB0,Squadron Purilia Mk XXXV,Topra,0.533,Pulse Rifle,SC700,T10,S4,C175,150,-2,111,1,241.11,253,720,720
bJWQB0,Squadron Purilia Mk XXXV,Qazuno,0.511,Fusion Cannon,SC600,T15,S12,C125,100,-5,120,0,246.97,253,720,720
bJWQB0,Squadron Purilia Mk XXXV,Voria v43.45,0.489,Pulse Rifle,SC800,T10,S15,C100,75,0,84,1,252.54,253,720,720
bJWQB0,Squadron Purilia Mk XXXV,Hocury,0.472,Pulse Rifle,SC400,T10,S8,C150,125,-3,120,1,207.83,253,720,720
tm6DOD,Squadron Purilia Mk XXXV,Purilia Mk XXXV,0.795,Plasma Cannon,SC800,T18,S10,C175,150,-5,150,1,199.56,456,720,720
tm6DOD,Squadron Purilia Mk XXXV,Nonia,0.611,Phase Rifle,SC600,T20,S6,C100,75,-2,16,0,62.37,456,720,720
tm6DOD,Squadron Purilia Mk XXXV,Topra,0.533,Pulse Rifle,SC700,T10,S4,C175,150,39,198,3,,456,720,720
tm6DOD,Squadron Purilia Mk XXXV,Qazuno,0.511,Fusion Cannon,SC600,T15,S12,C125,100,-1,120,0,207.69,456,720,720
tm6DOD,Squadron Purilia Mk XXXV,Voria v43.45,0.489,Pulse Rifle,SC800,T10,S15,C100,75,-8,45,0,129.86,456,720,720
tm6DOD,Squadron Purilia Mk XXXV,Hocury,0.472,Pulse Rifle,SC400,T10,S8,C150,125,12,159,2,,456,720,720
tm6DOD,Squadron Purilia Mk XXXV,Purilia Mk XXXV,0.795,Plasma Cannon,SC800,T18,S10,C175,150,-10,140,1,280.10,290,720,720
tm6DOD,Squadron Purilia Mk XXXV,Nonia,0.611,Phase Rifle,SC600,T20,S6,C100,75,-2,64,0,157.32,290,720,720
tm6DOD,Squadron Purilia Mk XXXV,Topra,0.533,Pulse Rifle,SC700,T10,S4,C175,150,-4,138,1,289.57,290,720,720
tm6DOD,Squadron Purilia Mk XXXV,Qazuno,0.511,Fusion Cannon,SC600,T15,S12,C125,100,-2,120,0,211.33,290,720,720
tm6DOD,Squadron Purilia Mk XXXV,Voria v43.45,0.489,Pulse Rifle,SC800,T10,S15,C100,75,-1,27,0,133.68,290,720,720
tm6DOD,Squadron Purilia Mk XXXV,Hocury,0.472,Pulse Rifle,SC400,T10,S8,C150,125,-9,102,1,221.80,290,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,26,110,2,,234,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,51,120,2,,234,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,128,144,1,,234,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-9,110,1,97.40,234,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,59,168,0,,234,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,126,57,0,,234,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,138,40,0,,327,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,90,130,2,,327,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,137,144,1,,327,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,10,80,2,,327,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,8,168,0,,327,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,99,117,1,,327,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,99,90,0,,259,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,8,140,2,,259,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,97,144,1,,259,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-2,70,0,147.19,259,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,19,136,1,,259,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,69,111,2,,259,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,59,130,1,,424,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,-5,80,0,152.49,424,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,100,208,2,,424,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,0,80,0,106.45,424,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,9,208,1,,424,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,89,132,2,,424,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,159,50,1,,221,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,43,70,1,,221,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,89,176,2,,221,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,23,80,0,,221,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,63,144,2,,221,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,111,66,0,,221,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,31,140,1,,248,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,79,140,2,,248,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,87,144,1,,248,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,7,60,0,,248,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,80,136,2,,248,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,187,117,0,,248,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,-1,60,0,190.26,266,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,106,180,1,,266,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,119,192,2,,266,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,0,60,0,177.56,266,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,76,136,1,,266,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,52,93,2,,266,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,124,80,0,,282,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,18,100,1,,282,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,60,240,2,,282,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-5,40,1,151.88,282,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,8,176,1,,282,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,104,84,1,,282,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,102,100,1,,302,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,91,120,1,,302,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,119,176,1,,302,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-6,80,0,100.19,302,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,-6,136,1,163.20,302,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,140,120,2,,302,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,33,130,1,,333,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,-4,90,0,149.41,333,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,62,240,3,,333,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,38,120,0,,333,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,-1,104,1,187.87,333,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,26,99,1,,333,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,136,120,2,,286,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,71,120,1,,286,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,75,288,1,,286,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-7,100,1,219.57,286,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,-2,64,0,200.14,286,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,5,117,1,,286,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,70,140,3,,353,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,37,120,1,,353,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,84,176,1,,353,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,9,100,0,,353,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,-5,104,1,135.37,353,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,159,108,0,,353,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,0,120,0,289.60,331,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,65,170,2,,331,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,150,176,1,,331,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,30,160,1,,331,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,-2,136,1,197.62,331,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,138,105,1,,331,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,106,150,1,,342,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,-2,50,0,149.34,342,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,97,256,4,,342,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-1,10,0,173.64,342,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,83,152,1,,342,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,136,90,0,,342,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,8,80,1,,330,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,60,70,0,,330,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,24,208,2,,330,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,26,130,3,,330,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,15,88,0,,330,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,-2,75,0,172.24,330,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,-4,140,0,304.57,309,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,83,150,0,,309,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,166,144,2,,309,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,9,130,1,,309,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,8,160,2,,309,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,145,60,1,,309,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,125,80,0,,223,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,62,30,1,,223,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,82,160,1,,223,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,8,100,2,,223,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,76,80,2,,223,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,153,102,0,,223,720,720
1PqBxK,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,-4,130,0,469.05,469,720,720
1PqBxK,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,-5,100,0,272.66,469,720,720
1PqBxK,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,0,224,3,328.43,469,720,720
1PqBxK,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-5,20,0,135.59,469,720,720
1PqBxK,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,-7,72,0,254.24,469,720,720
1PqBxK,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,-11,120,0,335.80,469,720,720
Wn576X,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,128,140,0,,255,720,720
Wn576X,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,109,140,3,,255,720,720
Wn576X,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,153,192,3,,255,720,720
Wn576X,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,5,90,0,,255,720,720
Wn576X,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,-6,80,0,217.01,255,720,720
Wn576X,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,153,60,0,,255,720,720
Wn576X,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,92,40,0,,351,720,720
Wn576X,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,109,110,1,,351,720,720
Wn576X,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,71,240,2,,351,720,720
Wn576X,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-1,90,2,188.44,351,720,720
Wn576X,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,-6,112,0,186.04,351,720,720
Wn576X,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,116,87,1,,351,720,720
Wn576X,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,86,100,1,,290,720,720
Wn576X,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,-4,130,0,182.07,290,720,720
Wn576X,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,139,128,0,,290,720,720
Wn576X,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-6,90,1,207.66,290,720,720
Wn576X,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,55,144,1,,290,720,720
Wn576X,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,123,102,3,,290,720,720
Wn576X,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,-4,110,0,312.20,440,720,720
Wn576X,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,36,110,2,,440,720,720
Wn576X,Squadron Wonus,Beclite Mk XC,0.733,Phase Rifle,SC500,T15,S8,C200,200,60,320,4,,440,720,720
Wn576X,Squadron Wonus,Moria,0.700,Plasma Cannon,SC400,T18,S15,C125,100,-3,80,0,195.88,440,720,720
Wn576X,Squadron Wonus,Zogawa,0.694,Fusion Cannon,SC700,T20,S8,C150,125,-2,120,0,138.02,440,720,720
Wn576X,Squadron Wonus,Cagantu,0.678,Pulse Rifle,SC800,T10,S15,C200,200,17,114,0,,440,720,720
Wn576X,Squadron Wonus,Wonus,0.805,Plasma Cannon,SC400,T20,S12,C200,200,184,90,1,,190,720,720
Wn576X,Squadron Wonus,Hehines,0.739,Plasma Cannon,SC400,T18,S12,C175,150,90,110,2,,190,720,720
