playerOneNumber,playerOne,playerTwoNumber,playerTwo,round,playerOneWins,playerTwoWins,draws
#0004,Pecury,#0029,Nehiri,7,0,3,0
#0005,Cotania,#0045,Futer,7,2,1,0
#0101,Fabos,#0051,Xaturn,7,3,0,0
#0010,Xocury,#0050,Dovis v46.22,7,1,2,0
#0072,Xulia,Bye,Bye,7,2,0,0
#0102,Huyama,#0128,Xetune,8,1,2,0
#0114,Negantu,#0031,Ianov,8,0,3,0
#0095,Rugawa,#0119,Xunus Mk XII,8,1,2,0
#0013,Tewei v11.69,#0019,Iavis v40.72,8,1,2,0
#0081,Wustea Mk LXXXVI,#0027,Yutania,8,3,0,0
#0063,Logawa,#0002,Nonia,8,1,2,0
#0124,Fanov v33.40,#0113,Kunope,8,2,1,0
#0030,Yenus,#0111,Herilia v14.82,8,2,1,0
#0088,Julea,#0035,Haruta Mk XLIX,8,0,3,0
#0122,Wanope,#0022,Yocarro Mk XLVII,8,3,0,0
#0089,Lanus,#0133,Felea,8,1,2,0
#0055,Sulara v35.90,#0085,Fupra,8,2,1,0
#0130,Doruta,#0087,Doyama Mk VII,8,2,1,0
#0096,Funerth,#0110,Keclite,8,3,0,0
#0053,Zostea,#0037,Decarro,8,1,2,0
#0082,Qaturn,#0017,Wonus,8,1,2,0
#0083,Hunus v28.9,#0056,Wahiri Mk LXXIV,8,3,0,0
#0103,Xotune v29.73,#0049,Ronus v28.11,8,2,1,0
#0074,Petania Mk LXXXVII,#0061,Wuturn v18.96,8,3,0,0
#0125,Soter v3.44,#0109,Ioliv,8,0,3,0
#0032,Later,#0036,Tenia,8,2,1,0
#0075,Jenides,#0058,Guthea,8,1,2,0
#0057,Ienov,#0008,Tepra,8,3,0,0
#0021,Selea,#0020,Humia,8,2,1,0
#0137,Juzuno v16.41,#0044,Wunus,8,3,0,0
#0025,Iapra,#0048,Yayama,8,1,2,0
#0001,Gaphus,#0123,Fatera,8,3,0,0
#0080,Fuwei,#0099,Vathea,8,3,0,0
#0028,Senus Mk XLIX,#0065,Huthea,8,3,0,0
#0106,Jatania,#0136,Tuvis,8,1,2,0
#0112,Matania,#0100,Turilia v28.53,8,2,1,0
#0076,Qater,#0094,Monus,8,2,1,0
#0091,Qalea,#0039,Cuvis,8,3,0,0
#0070,Qunus,#0120,Waria v41.6,8,0,3,0
#0079,Dutune,#0062,Nanov,8,0,3,0
#0043,Dayama,#0118,Pucarro,8,1,2,0
#0014,Qewei Mk XCV,#0009,Relia v12.42,8,1,2,0
#0016,Purilia Mk XXXV,#0134,Tetune,8,1,2,0
#0090,Gohiri,#0018,Buwei,8,2,1,0
#0015,Honov,#0116,Soria,8,1,2,0
#0003,Tubos,#0023,Manope Mk XXXVII,8,2,1,0
#0012,Yutera Mk LXXXIV,#0078,Zuter,8,0,3,0
#0059,Qewei,#0064,Zoclite,8,1,2,0
#0034,Pucury v46.28,#0060,Tonides,8,2,1,0
#0066,Ferilia,#0105,Nalea v36.5,8,1,2,0
#0069,Bonope,#0107,Danov,8,1,2,0
#0052,Qustea,#0132,Vetania,8,2,1,0
#0115,Lethea Mk XCVII,#0104,Nutera,8,1,2,0
#0126,Wanus v30.81,#0007,Nostea,8,0,3,0
#0024,Wehines Mk L,#0135,Durus v12.47,8,1,2,0
#0026,Jolea,#0040,Wuter Mk XVII,8,1,2,0
#0071,Secarro,#0041,Toliv v6.73,8,3,0,0
#0097,Foter,#0129,Peter,8,3,0,0
#0117,Cethea,#0077,Vucarro v33.11,8,2,1,0
#0011,Wuwei v12.30,#0033,Lacarro,8,1,2,0
#0073,Vophus,#0006,Sophus,8,1,2,0
#0047,Futis,#0101,Fabos,8,2,1,0
#0092,Yestea,#0131,Iunus v35.24,8,2,1,0
#0054,Halea v22.63,#0068,Fucury,8,2,1,0
#0098,Suria Mk XCVII,#0067,Rozuno,8,2,1,0
#0121,Sugantu,#0038,Selia,8,2,1,0
#0029,Nehiri,#0127,Quwei,8,2,1,0
#0086,Peturn,#0108,Getis,8,1,2,0
#0084,Iuzuno,#0005,Cotania,8,2,1,0
#0051,Xaturn,#0072,Xulia,8,0,3,0
#0045,Futer,#0046,Henerth Mk VIII,8,3,0,0
#0050,Dovis v46.22,#0042,Potera,8,1,2,0
#0004,Pecury,#0010,Xocury,8,1,2,0
#0093,Megantu,Bye,Bye,8,2,0,0
#0081,Wustea Mk LXXXVI,#0031,Ianov,9,0,3,0
#0128,Xetune,#0130,Doruta,9,1,2,0
#0019,Iavis v40.72,#0114,Negantu,9,2,1,0
#0013,Tewei v11.69,#0122,Wanope,9,1,2,0
#0124,Fanov v33.40,#0119,Xunus Mk XII,9,2,1,0
#0035,Haruta Mk XLIX,#0017,Wonus,9,3,0,0
#0133,Felea,#0055,Sulara v35.90,9,1,2,0
#0095,Rugawa,#0102,Huyama,9,0,3,0
#0031,Ianov,#0130,Doruta,10,0,3,0
#0019,Iavis v40.72,#0122,Wanope,10,3,0,0
#0124,Fanov v33.40,#0035,Haruta Mk XLIX,10,3,0,0
#0055,Sulara v35.90,#0102,Huyama,10,0,3,0
#0130,Doruta,#0019,Iavis v40.72,11,1,2,0
#0124,Fanov v33.40,#0102,Huyama,11,0,3,0
#0019,Iavis v40.72,#0102,Huyama,12,0,3,0
